id,centroid_id,event_summary,signal_count,sources,categories,regions,has_state,has_trusted,first_seen,last_seen,created_at
6858,2039677,,1,{gerashchenko},{unverified_commentator},{global},f,f,2026-03-20 12:10:56+00,2026-03-20 12:10:56+00,2026-03-22 19:42:49.561772+00
6857,2039521,,2,"{truexanewsua,uniannet}","{unverified_anonymous,unverified_media}",{global},f,f,2026-03-20 12:11:46+00,2026-03-20 12:27:02+00,2026-03-22 19:42:49.464758+00
6856,2039804,,3,"{gerashchenko,operativnoZSU,uniannet}","{unverified_anonymous,unverified_commentator,unverified_media}",{global},f,f,2026-03-20 13:24:25+00,2026-03-20 14:41:22+00,2026-03-22 19:42:48.891436+00
6855,2039597,,1,{insider_ua},{unverified_anonymous},{global},f,f,2026-03-20 14:55:00+00,2026-03-20 14:55:00+00,2026-03-22 19:42:48.841006+00
6854,2039687,,4,"{gerashchenko,lachentyt,operativnoZSU,wartranslated}","{trusted,unverified_anonymous,unverified_commentator}",{global},f,t,2026-03-20 13:06:51+00,2026-03-20 15:02:18+00,2026-03-22 19:42:48.791786+00
6853,2039469,,1,{spravdi},{trusted},{global},f,t,2026-03-20 15:13:01+00,2026-03-20 15:13:01+00,2026-03-22 19:42:48.518168+00
6852,2040157,,1,{shot_shot},{ru_proxy},{global},t,f,2026-03-20 15:20:52+00,2026-03-20 15:20:52+00,2026-03-22 19:42:48.471166+00
6851,2093912,,1,{rusich_army},{ru_proxy},{global},t,f,2026-03-20 17:44:00+00,2026-03-20 17:44:00+00,2026-03-22 19:42:48.295178+00
6850,2093969,,1,{montyan},{ru_proxy},{global},t,f,2026-03-21 07:24:01+00,2026-03-21 07:24:01+00,2026-03-22 19:42:48.100862+00
6849,2093838,,1,{dva_majors},{ru_proxy},{global},t,f,2026-03-21 08:22:01+00,2026-03-21 08:22:01+00,2026-03-22 19:42:48.000558+00
6848,2093697,,1,{suspilne_news},{trusted},{global},f,t,2026-03-21 10:45:35+00,2026-03-21 10:45:35+00,2026-03-22 19:42:47.893895+00
6847,2093857,,4,"{suspilne_news,uniannet,voenacher,wartranslated}","{ru_proxy,trusted,unverified_media}",{global},t,t,2026-03-21 11:15:24+00,2026-03-22 18:48:02+00,2026-03-22 19:42:47.689723+00
6846,2093703,,4,"{sternenko,suspilne_news,TCH_channel,wartranslated}","{trusted,unverified_commentator}",{global},f,t,2026-03-20 13:25:09+00,2026-03-22 10:42:18+00,2026-03-22 19:42:47.583774+00
6845,2093529,,1,{operativnoZSU},{unverified_anonymous},{global},f,f,2026-03-21 12:58:05+00,2026-03-21 12:58:05+00,2026-03-22 19:42:47.48617+00
6844,2093665,,1,{sternenko},{unverified_commentator},{global},f,f,2026-03-21 13:02:10+00,2026-03-21 13:02:10+00,2026-03-22 19:42:47.379505+00
6843,2093833,,1,{rybar},{ru_proxy},{global},t,f,2026-03-21 14:40:49+00,2026-03-21 14:40:49+00,2026-03-22 19:42:47.158542+00
6842,2093922,,5,"{colonel_cassad,readovkanews,rusich_army,rybar}",{ru_proxy},{global},t,f,2026-03-21 15:02:07+00,2026-03-22 19:20:32+00,2026-03-22 19:42:47.064094+00
6841,2093612,,2,"{RVvoenkor,uniannet}","{ru_proxy,unverified_media}",{global},t,f,2026-03-21 15:35:01+00,2026-03-21 17:59:01+00,2026-03-22 19:42:46.787521+00
6840,2128518,,1,{vz_lt},{baltic_media},{lithuania},f,t,2026-03-21 16:04:04+00,2026-03-21 16:04:04+00,2026-03-22 19:42:46.736425+00
6839,2093753,,1,{wartranslated},{trusted},{global},f,t,2026-03-21 16:08:11+00,2026-03-21 16:08:11+00,2026-03-22 19:42:46.688475+00
6838,2093879,,1,{colonel_cassad},{ru_proxy},{global},t,f,2026-03-21 16:47:01+00,2026-03-21 16:47:01+00,2026-03-22 19:42:46.592108+00
6837,2128504,,1,{apollo_lv},{baltic_media},{latvia},f,t,2026-03-21 17:19:52+00,2026-03-21 17:19:52+00,2026-03-22 19:42:46.499774+00
6836,2100370,,1,{readovkanews},{ru_proxy},{global},t,f,2026-03-21 17:55:35+00,2026-03-21 17:55:35+00,2026-03-22 19:42:46.359312+00
6835,2100430,,3,"{colonel_cassad,insider_ua,rt_russian}","{ru_proxy,ru_state,unverified_anonymous}",{global},t,f,2026-03-19 23:20:46+00,2026-03-21 18:32:58+00,2026-03-22 19:42:46.313191+00
6834,2100387,,2,"{rybar,voenacher}",{ru_proxy},{global},t,f,2026-03-19 18:26:02+00,2026-03-21 18:07:44+00,2026-03-22 19:42:46.213262+00
6833,2121539,,1,{colonel_cassad},{ru_proxy},{global},t,f,2026-03-21 19:25:10+00,2026-03-21 19:25:10+00,2026-03-22 19:42:46.042973+00
6832,2121287,,1,{uniannet},{unverified_media},{global},f,f,2026-03-21 19:41:01+00,2026-03-21 19:41:01+00,2026-03-22 19:42:45.889015+00
6831,2121546,,1,{colonel_cassad},{ru_proxy},{global},t,f,2026-03-21 20:25:37+00,2026-03-21 20:25:37+00,2026-03-22 19:42:45.84016+00
6830,2121355,,1,{gerashchenko},{unverified_commentator},{global},f,f,2026-03-21 20:26:06+00,2026-03-21 20:26:06+00,2026-03-22 19:42:45.792534+00
6829,2121363,,2,"{gerashchenko,TCH_channel}","{trusted,unverified_commentator}",{global},f,t,2026-03-21 15:12:31+00,2026-03-21 20:27:09+00,2026-03-22 19:42:45.735419+00
6828,2121552,,1,{colonel_cassad},{ru_proxy},{global},t,f,2026-03-21 21:35:04+00,2026-03-21 21:35:04+00,2026-03-22 19:42:45.632917+00
6827,2198676,,2,{tass_ru},{russian_state},{latvia},t,f,2026-03-22 03:31:13+00,2026-03-22 18:06:53+00,2026-03-22 19:42:45.586088+00
6826,2206020,,2,{colonel_cassad},{ru_proxy},{global},t,f,2026-03-22 05:03:01+00,2026-03-22 10:20:18+00,2026-03-22 19:42:45.53147+00
6825,2222381,,1,{gerashchenko},{unverified_commentator},{global},f,f,2026-03-22 07:08:01+00,2026-03-22 07:08:01+00,2026-03-22 19:42:45.184096+00
6824,2222605,,1,{yurasumy},{ru_proxy},{global},t,f,2026-03-22 07:47:25+00,2026-03-22 07:47:25+00,2026-03-22 19:42:45.087677+00
6823,2238248,,15,"{colonel_cassad,insider_ua,nexta_live,ohtuleht,operativnoZSU,postimees_et,readovkanews,rezident_ua,RVvoenkor,rybar,sternenko,uniannet,yurasumy}","{estonian_media,mainstream,ru_proxy,unverified_anonymous,unverified_commentator,unverified_media}",{global},t,t,2026-03-19 20:01:41+00,2026-03-22 20:34:10+00,2026-03-22 19:42:44.824715+00
6822,2234790,,1,{postimees_et},{estonian_media},{estonia},f,t,2026-03-22 08:46:33+00,2026-03-22 08:46:33+00,2026-03-22 19:42:44.774787+00
6821,2238200,,4,"{gerashchenko,operativnoZSU}","{unverified_anonymous,unverified_commentator}",{global},f,f,2026-03-22 09:41:41+00,2026-03-22 17:37:31+00,2026-03-22 19:42:44.568694+00
6820,2238659,,1,{nexta_live},{unverified_media},"{""baltic,belarus_north""}",f,f,2026-03-22 09:50:53+00,2026-03-22 09:50:53+00,2026-03-22 19:42:44.512554+00
6819,2248467,,1,{mke_ee},{russian_language_ee},"{estonia,lithuania}",f,f,2026-03-22 10:00:33+00,2026-03-22 10:00:33+00,2026-03-22 19:42:44.463316+00
6818,2254024,,2,"{colonel_cassad,rt_russian}","{ru_proxy,russian_state}",{global},t,f,2026-03-22 10:31:52+00,2026-03-22 10:48:56+00,2026-03-22 19:42:44.411337+00
6817,2248574,,1,{tass_ru},{russian_state},{belarus_north},t,f,2026-03-22 10:50:07+00,2026-03-22 10:50:07+00,2026-03-22 19:42:44.314801+00
6816,2253997,,1,{dva_majors},{ru_proxy},{global},t,f,2026-03-22 11:03:49+00,2026-03-22 11:03:49+00,2026-03-22 19:42:44.224019+00
6815,2253875,,6,"{insider_ua,lachentyt,suspilne_news,TCH_channel}","{trusted,unverified_anonymous}",{global},f,t,2026-03-21 21:50:09+00,2026-03-22 11:48:53+00,2026-03-22 19:42:44.176566+00
6814,2253837,,1,{gerashchenko},{unverified_commentator},{global},f,f,2026-03-22 11:40:18+00,2026-03-22 11:40:18+00,2026-03-22 19:42:44.069622+00
6813,2253910,,4,"{operativnoZSU,wartranslated}","{trusted,unverified_anonymous}",{global},f,t,2026-03-22 11:09:20+00,2026-03-22 14:07:40+00,2026-03-22 19:42:43.971022+00
6812,2253977,,4,"{interfax,readovkanews,rt_russian,tass_ru}","{ru_proxy,russian_state,ru_state}",{global},t,f,2026-03-17 05:39:24+00,2026-03-22 12:13:22+00,2026-03-22 19:42:43.912098+00
6811,2268768,,1,{nexta_live},{unverified_media},"{""baltic,belarus_north""}",f,f,2026-03-22 12:55:09+00,2026-03-22 12:55:09+00,2026-03-22 19:42:43.64225+00
6810,2268483,,1,{gerashchenko},{unverified_commentator},{global},f,f,2026-03-22 13:10:01+00,2026-03-22 13:10:01+00,2026-03-22 19:42:43.542253+00
6809,2268769,,1,{nexta_live},{unverified_media},"{""baltic,belarus_north""}",f,f,2026-03-22 13:26:19+00,2026-03-22 13:26:19+00,2026-03-22 19:42:43.442376+00
6808,2268610,,1,{readovkanews},{ru_proxy},{global},t,f,2026-03-22 13:31:11+00,2026-03-22 13:31:11+00,2026-03-22 19:42:43.396153+00
6807,2268644,,1,{voenacher},{ru_proxy},{global},t,f,2026-03-22 14:20:19+00,2026-03-22 14:20:19+00,2026-03-22 19:42:43.08604+00
6806,2284749,,1,{wargonzo},{ru_proxy},{global},t,f,2026-03-22 15:12:40+00,2026-03-22 15:12:40+00,2026-03-22 19:42:42.852108+00
6805,2284578,,1,{gerashchenko},{unverified_commentator},{global},f,f,2026-03-22 15:48:01+00,2026-03-22 15:48:01+00,2026-03-22 19:42:42.804048+00
6804,2284648,,3,"{operativnoZSU,spravdi,truexanewsua}","{trusted,unverified_anonymous}",{global},f,t,2026-03-21 17:36:06+00,2026-03-22 16:10:57+00,2026-03-22 19:42:42.564776+00
6803,2300222,,1,{TCH_channel},{trusted},{global},f,t,2026-03-22 16:38:57+00,2026-03-22 16:38:57+00,2026-03-22 19:42:42.459001+00
6802,2300083,,1,{rezident_ua},{unverified_anonymous},{global},f,f,2026-03-22 16:58:35+00,2026-03-22 16:58:35+00,2026-03-22 19:42:42.357102+00
6801,2295624,,1,{ukrinform},{ukraine_media},{latvia},f,f,2026-03-22 17:00:00+00,2026-03-22 17:00:00+00,2026-03-22 19:42:42.306173+00
6800,2300143,,3,"{TCH_channel,uniannet}","{trusted,unverified_media}",{global},f,t,2026-03-21 17:40:50+00,2026-03-22 17:26:09+00,2026-03-22 19:42:42.257058+00
6799,2300273,,3,"{shot_shot,wartranslated}","{ru_proxy,trusted}",{global},t,t,2026-03-22 17:06:30+00,2026-03-22 18:13:02+00,2026-03-22 19:42:42.150786+00
6798,2300018,,4,"{gerashchenko,lachentyt,RVvoenkor,truexanewsua}","{ru_proxy,unverified_anonymous,unverified_commentator}",{global},t,f,2026-03-22 17:54:13+00,2026-03-22 18:36:29+00,2026-03-22 19:42:41.992237+00
6797,2136693,,1,{lv_portals},{government},"{""latvia,baltic""}",f,t,2026-03-13 00:00:00+00,2026-03-13 00:00:00+00,2026-03-22 18:30:40.402262+00
6796,85628,,1,{rt_russian},{ru_state},{global},t,f,2026-03-14 22:20:05+00,2026-03-14 22:20:05+00,2026-03-22 18:30:40.11658+00
6795,85627,,2,{rt_russian},{ru_state},{global},t,f,2026-03-14 19:09:23+00,2026-03-14 22:29:43+00,2026-03-22 18:30:40.070237+00
6794,85624,,2,{rt_russian},{ru_state},{global},t,f,2026-03-14 23:04:19+00,2026-03-18 15:41:39+00,2026-03-22 18:30:40.023719+00
6793,85623,,4,{rt_russian},{ru_state},{global},t,f,2026-03-14 23:16:33+00,2026-03-19 17:16:36+00,2026-03-22 18:30:39.976974+00
6792,108649,,2,{rt_russian},{ru_state},{global},t,f,2026-03-15 17:47:16+00,2026-03-17 02:10:25+00,2026-03-22 18:30:39.820976+00
6791,115946,,1,{rt_russian},{ru_state},{global},t,f,2026-03-15 18:43:19+00,2026-03-15 18:43:19+00,2026-03-22 18:30:39.714974+00
6790,175739,,7,{rt_russian},{ru_state},{global},t,f,2026-03-14 19:04:23+00,2026-03-20 09:45:23+00,2026-03-22 18:30:39.61844+00
6789,374038,,1,{ukrinform},{trusted},{global},f,t,2026-03-16 00:36:00+00,2026-03-16 00:36:00+00,2026-03-22 18:30:39.370301+00
6788,374028,,1,{ukrinform},{trusted},{global},f,t,2026-03-16 02:32:00+00,2026-03-16 02:32:00+00,2026-03-22 18:30:39.282631+00
6787,308502,,2,{rt_russian},{ru_state},{global},t,f,2026-03-16 06:10:07+00,2026-03-19 06:40:02+00,2026-03-22 18:30:39.053376+00
6786,308494,,5,{rt_russian},{ru_state},{global},t,f,2026-03-15 20:21:55+00,2026-03-17 15:49:06+00,2026-03-22 18:30:39.00438+00
6785,373984,,4,{ukrinform},{trusted},{global},f,t,2026-03-16 07:52:00+00,2026-03-20 07:39:00+00,2026-03-22 18:30:38.799903+00
6784,408011,,4,{rt_russian},{ru_state},{global},t,f,2026-03-16 12:09:24+00,2026-03-19 12:38:09+00,2026-03-22 18:30:38.243018+00
6783,408008,,4,{rt_russian},{ru_state},{global},t,f,2026-03-16 01:17:47+00,2026-03-18 07:14:29+00,2026-03-22 18:30:38.194704+00
6782,441819,,3,{ukrinform},{trusted},{global},f,t,2026-03-16 11:45:00+00,2026-03-19 10:18:00+00,2026-03-22 18:30:38.148073+00
6781,441811,,1,{ukrinform},{trusted},{global},f,t,2026-03-16 13:03:00+00,2026-03-16 13:03:00+00,2026-03-22 18:30:38.093308+00
6780,441808,,1,{ukrinform},{trusted},{global},f,t,2026-03-16 13:07:00+00,2026-03-16 13:07:00+00,2026-03-22 18:30:37.994752+00
6779,466332,,13,{rt_russian},{ru_state},{global},t,f,2026-03-15 16:57:55+00,2026-03-19 19:28:47+00,2026-03-22 18:30:37.503094+00
6778,534499,,4,{rt_russian},{ru_state},{global},t,f,2026-03-16 14:26:46+00,2026-03-17 08:18:39+00,2026-03-22 18:30:37.264935+00
6777,534495,,5,{rt_russian},{ru_state},{global},t,f,2026-03-16 05:05:35+00,2026-03-20 09:38:01+00,2026-03-22 18:30:37.215473+00
6776,534485,,5,{rt_russian},{ru_state},{global},t,f,2026-03-15 18:00:12+00,2026-03-18 02:30:00+00,2026-03-22 18:30:37.065819+00
6775,535075,,1,{ukrinform},{trusted},{global},f,t,2026-03-16 19:22:00+00,2026-03-16 19:22:00+00,2026-03-22 18:30:36.971536+00
6774,535074,,2,{ukrinform},{trusted},{global},f,t,2026-03-16 19:43:00+00,2026-03-17 16:00:00+00,2026-03-22 18:30:36.926659+00
6773,601971,,2,{rt_russian},{ru_state},{global},t,f,2026-03-16 23:15:43+00,2026-03-19 07:10:02+00,2026-03-22 18:30:36.667017+00
6772,669156,,8,{rt_russian},{ru_state},{global},t,f,2026-03-15 18:01:12+00,2026-03-20 02:00:00+00,2026-03-22 18:30:36.55409+00
6771,770086,,6,"{rt_russian,ukrinform}","{ru_state,trusted}",{global},t,t,2026-03-16 19:32:15+00,2026-03-19 10:55:22+00,2026-03-22 18:30:36.112652+00
6770,804023,,2,{ukrinform},{trusted},{global},f,t,2026-03-17 10:30:00+00,2026-03-18 15:37:00+00,2026-03-22 18:30:35.919275+00
6769,802696,,1,{rt_russian},{ru_state},{global},t,f,2026-03-17 10:31:21+00,2026-03-17 10:31:21+00,2026-03-22 18:30:35.868978+00
6768,802577,,2,{rt_russian},{ru_state},{global},t,f,2026-03-17 11:49:34+00,2026-03-20 09:09:33+00,2026-03-22 18:30:35.557056+00
6767,836955,,1,{ukrinform},{trusted},{global},f,t,2026-03-17 12:59:00+00,2026-03-17 12:59:00+00,2026-03-22 18:30:35.404458+00
6766,836210,,1,{rt_russian},{ru_state},{global},t,f,2026-03-17 13:43:36+00,2026-03-17 13:43:36+00,2026-03-22 18:30:35.266294+00
6765,836208,,1,{rt_russian},{ru_state},{global},t,f,2026-03-17 13:46:27+00,2026-03-17 13:46:27+00,2026-03-22 18:30:35.219673+00
6764,871323,,1,{ukrinform},{trusted},{global},f,t,2026-03-17 14:45:00+00,2026-03-17 14:45:00+00,2026-03-22 18:30:35.078959+00
6763,904514,,1,{ukrinform},{trusted},{global},f,t,2026-03-17 15:59:00+00,2026-03-17 15:59:00+00,2026-03-22 18:30:34.831194+00
6762,903861,,10,{rt_russian},{ru_state},{global},t,f,2026-03-14 19:05:30+00,2026-03-19 16:35:30+00,2026-03-22 18:30:34.736923+00
6761,933531,,1,"{""""}","{""""}",{kaliningrad},f,f,2026-03-17 19:00:00+00,2026-03-17 19:00:00+00,2026-03-22 18:30:34.542232+00
6760,1005828,,2,{rt_russian},{ru_state},{global},t,f,2026-03-17 23:11:20+00,2026-03-18 13:35:22+00,2026-03-22 18:30:34.082714+00
6759,1106197,,1,{ukrinform},{trusted},{global},f,t,2026-03-18 04:21:00+00,2026-03-18 04:21:00+00,2026-03-22 18:30:33.953591+00
6758,1107253,,1,{err_rus},{estonian_media},{estonia},f,t,2026-03-18 05:39:00+00,2026-03-18 05:39:00+00,2026-03-22 18:30:33.804366+00
6757,1140192,,15,{rt_russian},{ru_state},{global},t,f,2026-03-14 18:22:30+00,2026-03-20 00:28:25+00,2026-03-22 18:30:33.654172+00
6756,1173773,,3,{rt_russian},{ru_state},{global},t,f,2026-03-16 07:58:46+00,2026-03-18 09:28:09+00,2026-03-22 18:30:33.266237+00
6755,1173757,,1,{rt_russian},{ru_state},{global},t,f,2026-03-18 09:40:24+00,2026-03-18 09:40:24+00,2026-03-22 18:30:33.220843+00
6754,1207701,,1,{ukrinform},{trusted},{global},f,t,2026-03-18 10:00:00+00,2026-03-18 10:00:00+00,2026-03-22 18:30:33.122946+00
6753,1208712,,6,{rt_russian},{ru_state},{global},t,f,2026-03-16 09:19:21+00,2026-03-19 06:17:58+00,2026-03-22 18:30:33.078549+00
6752,1208704,,1,{rt_russian},{ru_state},{global},t,f,2026-03-18 10:26:41+00,2026-03-18 10:26:41+00,2026-03-22 18:30:32.944135+00
6751,1208658,,4,{rt_russian},{ru_state},{global},t,f,2026-03-16 03:48:36+00,2026-03-18 22:53:53+00,2026-03-22 18:30:32.806225+00
6750,1207690,,1,{ukrinform},{trusted},{global},f,t,2026-03-18 11:39:00+00,2026-03-18 11:39:00+00,2026-03-22 18:30:32.715053+00
6749,1241258,,1,{rt_russian},{ru_state},{global},t,f,2026-03-18 12:35:27+00,2026-03-18 12:35:27+00,2026-03-22 18:30:32.557579+00
6748,1241226,,12,{rt_russian},{ru_state},{global},t,f,2026-03-15 17:07:18+00,2026-03-18 13:00:04+00,2026-03-22 18:30:32.513261+00
6747,1276356,,8,{rt_russian},{ru_state},{global},t,f,2026-03-15 18:01:43+00,2026-03-20 02:21:51+00,2026-03-22 18:30:32.327202+00
6746,1309141,,4,{ukrinform},{trusted},{global},f,t,2026-03-16 05:08:00+00,2026-03-18 15:58:00+00,2026-03-22 18:30:31.930354+00
6745,1309140,,1,{ukrinform},{trusted},{global},f,t,2026-03-18 16:20:00+00,2026-03-18 16:20:00+00,2026-03-22 18:30:31.837205+00
6744,1309138,,1,{ukrinform},{trusted},{global},f,t,2026-03-18 16:55:00+00,2026-03-18 16:55:00+00,2026-03-22 18:30:31.784443+00
6743,1309137,,4,{ukrinform},{trusted},{global},f,t,2026-03-18 09:43:00+00,2026-03-19 20:31:00+00,2026-03-22 18:30:31.733099+00
6742,1308168,,3,{rt_russian},{ru_state},{global},t,f,2026-03-17 21:58:46+00,2026-03-18 17:15:19+00,2026-03-22 18:30:31.687053+00
6741,1308158,,4,{rt_russian},{ru_state},{global},t,f,2026-03-17 15:42:17+00,2026-03-20 07:44:58+00,2026-03-22 18:30:31.643847+00
6740,1377030,,4,{ukrinform},{trusted},{global},f,t,2026-03-17 20:27:00+00,2026-03-19 10:55:00+00,2026-03-22 18:30:31.282751+00
6739,1410348,,3,{ukrinform},{trusted},{global},f,t,2026-03-16 17:11:00+00,2026-03-18 21:29:00+00,2026-03-22 18:30:31.088351+00
6738,1409833,,3,{rt_russian},{ru_state},{global},t,f,2026-03-16 09:10:56+00,2026-03-19 01:40:47+00,2026-03-22 18:30:30.97936+00
6737,1478421,,2,{rt_russian},{ru_state},{global},t,f,2026-03-19 01:59:29+00,2026-03-19 13:11:48+00,2026-03-22 18:30:30.821088+00
6736,1511369,,3,{rt_russian},{ru_state},{global},t,f,2026-03-17 14:25:41+00,2026-03-19 08:37:44+00,2026-03-22 18:30:30.677048+00
6735,1545782,,1,{ukrinform},{trusted},{global},f,t,2026-03-19 05:37:00+00,2026-03-19 05:37:00+00,2026-03-22 18:30:30.534704+00
6734,1545777,,1,{ukrinform},{trusted},{global},f,t,2026-03-19 05:56:00+00,2026-03-19 05:56:00+00,2026-03-22 18:30:30.489923+00
6733,1545088,,2,{rt_russian},{ru_state},{global},t,f,2026-03-19 06:21:33+00,2026-03-19 10:45:37+00,2026-03-22 18:30:30.347175+00
6732,1578340,,3,{rt_russian},{ru_state},{global},t,f,2026-03-16 11:00:01+00,2026-03-19 08:36:03+00,2026-03-22 18:30:29.956228+00
6731,1578285,,1,{rt_russian},{ru_state},{global},t,f,2026-03-19 08:59:28+00,2026-03-19 08:59:28+00,2026-03-22 18:30:29.81016+00
6730,1578274,,2,{rt_russian},{ru_state},{global},t,f,2026-03-18 15:33:25+00,2026-03-19 09:10:30+00,2026-03-22 18:30:29.70923+00
6729,1578190,,2,{rt_russian},{ru_state},{global},t,f,2026-03-17 23:29:14+00,2026-03-19 09:45:00+00,2026-03-22 18:30:29.435277+00
6728,1612660,,3,{rt_russian},{ru_state},{global},t,f,2026-03-17 07:30:00+00,2026-03-19 10:47:36+00,2026-03-22 18:30:29.30046+00
6727,1646722,,4,{rt_russian},{ru_state},{global},t,f,2026-03-16 12:16:50+00,2026-03-19 12:42:40+00,2026-03-22 18:30:29.154049+00
6726,1680281,,9,{rt_russian},{ru_state},{global},t,f,2026-03-15 17:17:34+00,2026-03-19 17:14:07+00,2026-03-22 18:30:28.966053+00
6725,2040096,,1,{rusich_army},{ru_proxy},{global},t,f,2026-03-19 14:46:22+00,2026-03-19 14:46:22+00,2026-03-22 18:30:28.921519+00
6724,2039833,,1,{nach_shtabu},{ru_proxy},{global},t,f,2026-03-19 16:06:02+00,2026-03-19 16:06:02+00,2026-03-22 18:30:28.38008+00
6723,1714866,,3,{rt_russian},{ru_state},{global},t,f,2026-03-18 06:57:44+00,2026-03-19 17:21:58+00,2026-03-22 18:30:28.234355+00
6722,1749255,,1,{ukrinform},{trusted},{global},f,t,2026-03-19 18:18:00+00,2026-03-19 18:18:00+00,2026-03-22 18:30:28.140052+00
6721,1816522,,1,{ukrinform},{trusted},{global},f,t,2026-03-19 21:37:00+00,2026-03-19 21:37:00+00,2026-03-22 18:30:27.800316+00
6720,1816520,,1,{ukrinform},{trusted},{global},f,t,2026-03-19 22:38:00+00,2026-03-19 22:38:00+00,2026-03-22 18:30:27.758586+00
6719,2040146,,1,{shot_shot},{ru_proxy},{global},t,f,2026-03-20 03:06:30+00,2026-03-20 03:06:30+00,2026-03-22 18:30:27.561046+00
6718,1950674,,6,{ukrinform},{trusted},{global},f,t,2026-03-16 06:22:00+00,2026-03-20 06:28:00+00,2026-03-22 18:30:27.450671+00
6717,1950288,,15,{rt_russian},{ru_state},{global},t,f,2026-03-16 06:53:13+00,2026-03-20 06:50:53+00,2026-03-22 18:30:27.310395+00
6716,2040055,,2,"{colonel_cassad,voenacher}",{ru_proxy},{global},t,f,2026-03-20 07:32:41+00,2026-03-20 13:45:07+00,2026-03-22 18:30:27.202932+00
6715,1983869,,4,{rt_russian},{ru_state},{global},t,f,2026-03-17 08:32:12+00,2026-03-20 08:01:23+00,2026-03-22 18:30:27.10601+00
6714,2040149,,1,{shot_shot},{ru_proxy},{global},t,f,2026-03-20 08:29:28+00,2026-03-20 08:29:28+00,2026-03-22 18:30:26.916289+00
6713,2039459,,1,{spravdi},{trusted},{global},f,t,2026-03-20 09:38:01+00,2026-03-20 09:38:01+00,2026-03-22 18:30:26.571748+00
6712,2040014,,1,{readovkanews},{ru_proxy},{global},t,f,2026-03-20 09:40:01+00,2026-03-20 09:40:01+00,2026-03-22 18:30:26.52633+00
6711,2039460,,2,"{spravdi,ukrinform}",{trusted},{global},f,t,2026-03-18 12:53:00+00,2026-03-20 10:20:16+00,2026-03-22 18:30:26.309733+00
6710,2039573,,1,{lachentyt},{unverified_anonymous},{global},f,f,2026-03-20 10:23:15+00,2026-03-20 10:23:15+00,2026-03-22 18:30:26.265585+00
6709,2039676,,2,{gerashchenko},{unverified_commentator},{global},f,f,2026-03-20 11:48:01+00,2026-03-22 05:30:14+00,2026-03-22 18:30:26.083879+00
6708,2040107,,2,{rusich_army},{ru_proxy},{global},t,f,2026-03-20 12:01:01+00,2026-03-20 12:01:47+00,2026-03-22 18:30:25.940889+00
6707,2039537,,1,{operativnoZSU},{unverified_anonymous},{global},f,f,2026-03-20 12:45:01+00,2026-03-20 12:45:01+00,2026-03-22 18:30:25.745109+00
6706,2039681,,4,"{gerashchenko,operativnoZSU,sternenko,suspilne_news}","{trusted,unverified_anonymous,unverified_commentator}",{global},f,t,2026-03-20 13:25:15+00,2026-03-22 18:22:02+00,2026-03-22 18:30:25.659104+00
6705,2040004,,2,"{pul_1,NULL}",{ru_state},{global},t,f,2026-03-16 15:04:24+00,2026-03-20 13:30:00+00,2026-03-22 18:30:25.548256+00
6704,2039584,,1,{lachentyt},{unverified_anonymous},{global},f,f,2026-03-20 13:43:39+00,2026-03-20 13:43:39+00,2026-03-22 18:30:25.449917+00
6703,2093560,,2,{lachentyt},{unverified_anonymous},{global},f,f,2026-03-20 06:28:52+00,2026-03-20 17:48:47+00,2026-03-22 18:30:25.136419+00
6702,2093561,,2,"{insider_ua,lachentyt}",{unverified_anonymous},{global},f,f,2026-03-20 18:30:27+00,2026-03-22 08:03:48+00,2026-03-22 18:30:25.088945+00
6701,2093566,,5,"{lachentyt,RVvoenkor,suspilne_news,truexanewsua}","{ru_proxy,trusted,unverified_anonymous}",{global},t,t,2026-03-21 06:56:01+00,2026-03-22 21:49:01+00,2026-03-22 18:30:25.000371+00
6700,2093827,,2,"{colonel_cassad,rybar}",{ru_proxy},{global},t,f,2026-03-21 08:02:31+00,2026-03-22 12:07:01+00,2026-03-22 18:30:24.953878+00
6699,2093811,,1,{readovkanews},{ru_proxy},{global},t,f,2026-03-21 09:00:57+00,2026-03-21 09:00:57+00,2026-03-22 18:30:24.859829+00
6698,2093840,,1,{dva_majors},{ru_proxy},{global},t,f,2026-03-21 10:16:51+00,2026-03-21 10:16:51+00,2026-03-22 18:30:24.814526+00
6697,2093766,,1,{spravdi},{trusted},{global},f,t,2026-03-21 10:48:56+00,2026-03-21 10:48:56+00,2026-03-22 18:30:24.769401+00
6696,2093699,,2,"{operativnoZSU,suspilne_news}","{trusted,unverified_anonymous}",{global},f,t,2026-03-21 11:09:16+00,2026-03-21 11:12:29+00,2026-03-22 18:30:24.724519+00
6695,2093654,,1,{nach_shtabu},{ru_proxy},{global},t,f,2026-03-21 11:31:01+00,2026-03-21 11:31:01+00,2026-03-22 18:30:24.680929+00
6694,2093580,,2,"{insider_ua,truexanewsua}",{unverified_anonymous},{global},f,f,2026-03-21 12:50:56+00,2026-03-21 15:34:09+00,2026-03-22 18:30:24.59011+00
6693,2093980,,1,{nexta_live},{unverified_media},"{""baltic,belarus_north""}",f,f,2026-03-21 13:00:39+00,2026-03-21 13:00:39+00,2026-03-22 18:30:24.532022+00
6692,2093955,,1,{shot_shot},{ru_proxy},{global},t,f,2026-03-21 13:56:41+00,2026-03-21 13:56:41+00,2026-03-22 18:30:24.359953+00
