id,centroid_id,event_summary,signal_count,sources,categories,regions,has_state,has_trusted,first_seen,last_seen,created_at
6088,194903,,1,"{""""}","{""""}",{estonia},f,f,2026-03-15 05:34:56+00,2026-03-15 05:34:56+00,2026-03-21 21:51:42.340501+00
6087,109199,,5,"{meduza,nexta_live,rezident_ua,rybar}","{ru_proxy,russian_independent,unverified_anonymous,unverified_media}",{global},t,t,2026-03-15 05:59:07+00,2026-03-22 12:25:01+00,2026-03-21 21:51:42.296814+00
6086,194860,,2,{NULL},,{estonia},f,f,2026-03-15 06:59:55+00,2026-03-19 06:13:15+00,2026-03-21 21:51:42.26992+00
6085,194907,,1,"{""""}","{""""}",{lithuania},f,f,2026-03-15 07:51:09+00,2026-03-15 07:51:09+00,2026-03-21 21:51:42.209525+00
6084,187763,,1,{mke_ee},{russian_language_ee},{estonia},f,f,2026-03-15 09:20:46+00,2026-03-15 09:20:46+00,2026-03-21 21:51:42.119071+00
6083,109083,,10,"{dva_majors,interfax,kommersant,meduza,NULL}","{ru_proxy,russian_independent,russian_state}",{global},t,t,2026-03-08 00:16:00+00,2026-03-22 14:37:42+00,2026-03-21 21:51:42.089755+00
6082,107888,,1,{defence_blog},{defense_osint},{global},f,f,2026-03-15 11:15:11+00,2026-03-15 11:15:11+00,2026-03-21 21:51:41.933388+00
6081,107791,,2,"{delfi_lt_rus,err_rus}","{baltic_media,estonian_media}",{lithuania},f,t,2026-03-14 20:09:54+00,2026-03-15 12:14:00+00,2026-03-21 21:51:41.866599+00
6080,108302,,2,"{tribuna_ee,NULL}","{estonian_media,russian_language_ee}",{estonia},f,t,2026-03-14 03:00:00+00,2026-03-15 13:00:31+00,2026-03-21 21:51:41.803192+00
6079,194914,,1,"{""""}","{""""}","{latvia,finland}",f,f,2026-03-15 13:37:01+00,2026-03-15 13:37:01+00,2026-03-21 21:51:41.768725+00
6078,108129,,2,{nordic_defence},{defense_osint},{global},f,f,2026-03-15 14:28:02+00,2026-03-15 14:28:02+00,2026-03-21 21:51:41.60214+00
6077,194915,,1,"{""""}","{""""}","{belarus_north,latvia}",f,f,2026-03-15 14:29:01+00,2026-03-15 14:29:01+00,2026-03-21 21:51:41.571668+00
6076,107749,,1,{postimees_rus},{estonian_media},{estonia},f,t,2026-03-15 14:58:00+00,2026-03-15 14:58:00+00,2026-03-21 21:51:41.5005+00
6075,108281,,2,"{mke_ee,tribuna_ee}",{russian_language_ee},{estonia},f,f,2026-03-15 15:00:34+00,2026-03-15 15:05:40+00,2026-03-21 21:51:41.440209+00
6074,194916,,2,"{rt_russian,NULL}",{russian_state},{global},t,f,2026-03-15 15:20:54+00,2026-03-22 14:14:19+00,2026-03-21 21:51:41.380775+00
6073,194918,,3,"{bnn,NULL}",{baltic_media},{latvia},f,t,2026-03-11 11:41:50+00,2026-03-15 16:47:01+00,2026-03-21 21:51:41.262888+00
6072,194868,,1,"{""""}","{""""}",{global},f,f,2026-03-15 17:03:12+00,2026-03-15 17:03:12+00,2026-03-21 21:51:41.236393+00
6071,108542,,1,{tass_ru},{russian_state},{global},t,f,2026-03-15 17:22:25+00,2026-03-15 17:22:25+00,2026-03-21 21:51:41.191523+00
6070,194919,,1,"{""""}","{""""}","{belarus_north,lithuania}",f,f,2026-03-15 17:39:01+00,2026-03-15 17:39:01+00,2026-03-21 21:51:41.164815+00
6069,107742,,1,{postimees_rus},{estonian_media},{belarus_north},f,t,2026-03-15 17:58:30+00,2026-03-15 17:58:30+00,2026-03-21 21:51:41.102226+00
6068,108254,,1,{tribuna_ee},{russian_language_ee},{estonia},f,f,2026-03-15 18:00:38+00,2026-03-15 18:00:38+00,2026-03-21 21:51:41.073878+00
6067,175632,,1,{tass_ru},{russian_state},{global},t,f,2026-03-15 20:16:27+00,2026-03-15 20:16:27+00,2026-03-21 21:51:40.697787+00
6066,175808,,2,"{interfax,NULL}",{russian_state},{global},t,f,2026-03-12 07:30:07+00,2026-03-15 20:44:00+00,2026-03-21 21:51:40.629555+00
6065,183229,,2,{NULL},,{pskov},f,f,2026-03-15 20:45:00+00,2026-03-15 21:00:00+00,2026-03-21 21:51:40.563297+00
6064,175614,,1,{tass_ru},{russian_state},{estonia},t,f,2026-03-15 21:01:24+00,2026-03-15 21:01:24+00,2026-03-21 21:51:40.531965+00
6063,179252,,1,"{""""}","{""""}",{global},f,f,2026-03-15 22:15:00+00,2026-03-15 22:15:00+00,2026-03-21 21:51:40.436923+00
6062,179258,,2,{NULL},,{kaliningrad},f,f,2026-03-14 13:30:00+00,2026-03-15 22:15:00+00,2026-03-21 21:51:40.215126+00
6061,179257,,2,{NULL},,{kaliningrad},f,f,2026-03-15 22:15:00+00,2026-03-17 11:15:00+00,2026-03-21 21:51:40.16638+00
6060,174231,,15,{NULL},,{belarus_north},f,f,2026-03-11 00:05:00.447403+00,2026-03-15 22:31:05.376784+00,2026-03-21 21:51:39.961526+00
6059,194976,,2,{NULL},,{kaliningrad},f,f,2026-03-15 22:15:00+00,2026-03-15 22:45:00+00,2026-03-21 21:51:39.839724+00
6058,194974,,1,"{""""}","{""""}",{kaliningrad},f,f,2026-03-15 23:00:00+00,2026-03-15 23:00:00+00,2026-03-21 21:51:39.672822+00
6057,209591,,1,{tass_ru},{russian_state},{latvia},t,f,2026-03-15 23:07:40+00,2026-03-15 23:07:40+00,2026-03-21 21:51:39.580485+00
6056,374044,,1,{ukrinform},{trusted},{kaliningrad},f,t,2026-03-15 23:34:00+00,2026-03-15 23:34:00+00,2026-03-21 21:51:39.551247+00
6055,328986,,1,"{""""}","{""""}",{global},f,f,2026-03-16 02:00:00+00,2026-03-16 02:00:00+00,2026-03-21 21:51:39.114754+00
6054,330290,,5,{NULL},,{kaliningrad},f,f,2026-03-15 14:15:00+00,2026-03-16 02:00:00+00,2026-03-21 21:51:39.054244+00
6053,328983,,2,{NULL},,{pskov},f,f,2026-03-15 19:30:00+00,2026-03-16 02:45:00+00,2026-03-21 21:51:38.891365+00
6052,263259,,2,{NULL},,{kaliningrad},f,f,2026-03-14 15:30:00+00,2026-03-16 03:00:00+00,2026-03-21 21:51:38.67944+00
6051,263264,,4,{NULL},,{kaliningrad},f,f,2026-03-16 02:30:00+00,2026-03-16 03:00:00+00,2026-03-21 21:51:38.647429+00
6050,263261,,1,"{""""}","{""""}",{kaliningrad},f,f,2026-03-16 03:00:00+00,2026-03-16 03:00:00+00,2026-03-21 21:51:38.607661+00
6049,263269,,1,"{""""}","{""""}",{belarus_north},f,f,2026-03-16 03:00:00+00,2026-03-16 03:00:00+00,2026-03-21 21:51:38.579289+00
6048,263262,,3,{NULL},,{global},f,f,2026-03-16 03:00:00+00,2026-03-16 15:15:00+00,2026-03-21 21:51:38.453782+00
6047,308329,,1,{lsm_rus},{baltic_media},{latvia},f,t,2026-03-16 03:10:00+00,2026-03-16 03:10:00+00,2026-03-21 21:51:38.385967+00
6046,308325,,1,{lsm_rus},{baltic_media},{latvia},f,t,2026-03-16 03:35:00+00,2026-03-16 03:35:00+00,2026-03-21 21:51:38.283575+00
6045,275284,,4,{rt_russian},{ru_state},{latvia},t,f,2026-03-16 04:01:40+00,2026-03-19 23:06:46+00,2026-03-21 21:51:38.221723+00
6044,308978,,1,{lsm_en},{baltic_media},{latvia},f,t,2026-03-16 04:09:24+00,2026-03-16 04:09:24+00,2026-03-21 21:51:38.154035+00
6043,340953,,1,{lsm_rus},{baltic_media},{latvia},f,t,2026-03-16 04:43:39+00,2026-03-16 04:43:39+00,2026-03-21 21:51:38.122375+00
6042,341884,,1,{lsm_en},{baltic_media},"{latvia,baltic}",f,t,2026-03-16 04:57:37+00,2026-03-16 04:57:37+00,2026-03-21 21:51:38.02846+00
6041,328978,,5,{NULL},,{pskov},f,f,2026-03-15 18:45:00+00,2026-03-16 05:30:00+00,2026-03-21 21:51:37.959636+00
6040,308139,,1,{err_rus},{estonian_media},{estonia},f,t,2026-03-16 05:59:00+00,2026-03-16 05:59:00+00,2026-03-21 21:51:37.823945+00
6039,373917,,2,"{meduza,pravda_en}","{russian_independent,ukraine_media}",{murmansk},f,t,2026-03-14 06:54:25+00,2026-03-16 06:46:00+00,2026-03-21 21:51:37.475235+00
6038,330312,,1,"{""""}","{""""}",{belarus_north},f,f,2026-03-16 07:00:00+00,2026-03-16 07:00:00+00,2026-03-21 21:51:37.38172+00
6037,340824,,1,{err_rus},{estonian_media},{estonia},f,t,2026-03-16 07:00:00+00,2026-03-16 07:00:00+00,2026-03-21 21:51:37.349276+00
6036,328963,,1,"{""""}","{""""}",{kaliningrad},f,f,2026-03-16 07:15:00+00,2026-03-16 07:15:00+00,2026-03-21 21:51:37.192787+00
6035,341163,,2,"{interfax,NULL}",{russian_state},{latvia},t,f,2026-03-09 22:48:35+00,2026-03-16 07:27:00+00,2026-03-21 21:51:37.069218+00
6034,373925,,2,"{err_en,err_rus}",{estonian_media},{estonia},f,t,2026-03-15 19:32:00+00,2026-03-16 07:33:00+00,2026-03-21 21:51:36.980453+00
6033,340938,,3,"{err_en,tribuna_ee}","{estonian_media,russian_language_ee}",{estonia},f,t,2026-03-13 07:31:00+00,2026-03-19 08:18:38+00,2026-03-21 21:51:36.844478+00
6032,341273,,1,{kommersant},{russian_state},{global},t,f,2026-03-16 07:43:28+00,2026-03-16 07:43:28+00,2026-03-21 21:51:36.808283+00
6031,341098,,1,{tass_ru},{russian_state},{estonia},t,f,2026-03-16 07:44:33+00,2026-03-16 07:44:33+00,2026-03-21 21:51:36.775446+00
6030,2022374,,1,{err_business},{estonian_media},{estonia},f,t,2026-03-16 07:53:00+00,2026-03-16 07:53:00+00,2026-03-21 21:51:36.745248+00
6029,462384,,1,"{""""}","{""""}",{pskov},f,f,2026-03-16 08:00:00+00,2026-03-16 08:00:00+00,2026-03-21 21:51:36.718554+00
6028,341071,,1,{tass_ru},{russian_state},{global},t,f,2026-03-16 08:00:01+00,2026-03-16 08:00:01+00,2026-03-21 21:51:36.682645+00
6027,341214,,3,{rt_russian},{ru_state},"{murmansk,stpetersburg}",t,f,2026-03-16 03:25:14+00,2026-03-16 08:00:08+00,2026-03-21 21:51:36.652188+00
6026,373920,,1,{err_en},{estonian_media},{estonia},f,t,2026-03-16 08:13:00+00,2026-03-16 08:13:00+00,2026-03-21 21:51:36.476018+00
6025,341189,,2,"{rt_russian,NULL}","{russian_state,ru_state}",{stpetersburg},t,f,2026-03-14 03:27:50+00,2026-03-16 08:13:24+00,2026-03-21 21:51:36.448447+00
6024,373918,,1,{err_en},{estonian_media},{finland},f,t,2026-03-16 08:39:00+00,2026-03-16 08:39:00+00,2026-03-21 21:51:36.301605+00
6023,408693,,1,{lsm_rus},{baltic_media},{global},f,t,2026-03-16 08:40:19+00,2026-03-16 08:40:19+00,2026-03-21 21:51:36.276269+00
6022,373916,,1,{err_en},{estonian_media},{estonia},f,t,2026-03-16 08:51:00+00,2026-03-16 08:51:00+00,2026-03-21 21:51:36.251092+00
6021,360469,,1,"{""""}","{""""}",{global},f,f,2026-03-16 08:59:47+00,2026-03-16 08:59:47+00,2026-03-21 21:51:36.195921+00
6020,373829,,3,"{meduza,rt_russian,shot_shot}","{ru_proxy,russian_independent,ru_state}",{stpetersburg},t,t,2026-03-16 07:36:42+00,2026-03-20 09:40:34+00,2026-03-21 21:51:35.931732+00
6019,408682,,1,{lsm_rus},{baltic_media},{latvia},f,t,2026-03-16 09:29:28+00,2026-03-16 09:29:28+00,2026-03-21 21:51:35.87271+00
6018,462375,,4,{NULL},,{pskov},f,f,2026-03-15 16:00:00+00,2026-03-16 09:30:00+00,2026-03-21 21:51:35.841183+00
6017,374402,,2,"{rt_russian,tass_ru}","{russian_state,ru_state}",{latvia},t,f,2026-03-16 05:15:14+00,2026-03-16 09:31:03+00,2026-03-21 21:51:35.809441+00
6016,368445,,1,"{""""}","{""""}",{estonia},f,f,2026-03-16 09:31:05+00,2026-03-16 09:31:05+00,2026-03-21 21:51:35.77521+00
6015,373683,"Swedish authorities intercepted the tanker Sea Owl I, suspected of being part of Russia's shadow fleet, and arrested its Russian captain.",3,"{bnn,montyan,NULL}","{baltic_media,ru_proxy,russian_state}",{baltic},t,t,2026-03-13 02:33:47+00,2026-03-20 17:03:01+00,2026-03-21 21:51:35.511772+00
6014,373679,,1,{bnn},{baltic_media},"{latvia,lithuania,baltic}",f,t,2026-03-16 09:57:39+00,2026-03-16 09:57:39+00,2026-03-21 21:51:35.484354+00
6013,374277,,2,"{rt_russian,tass_ru}","{russian_state,ru_state}",{global},t,f,2026-03-16 09:31:58+00,2026-03-16 09:57:42+00,2026-03-21 21:51:35.448006+00
6012,374303,,2,"{rt_russian,NULL}","{russian_state,ru_state}",{murmansk},t,f,2026-03-13 11:48:55+00,2026-03-16 10:02:36+00,2026-03-21 21:51:35.413042+00
6011,378098,,1,"{""""}","{""""}",{lithuania},f,f,2026-03-16 10:03:10+00,2026-03-16 10:03:10+00,2026-03-21 21:51:35.386475+00
6010,408445,,4,"{kommersant,rt_russian,tribuna_ee,NULL}","{russian_language_ee,russian_state,ru_state}",{global},t,f,2026-03-13 09:23:55+00,2026-03-16 18:45:56+00,2026-03-21 21:51:35.355918+00
6009,378046,,4,"{rt_russian,ukrinform,NULL}","{ru_state,trusted}",{global},t,t,2026-03-15 21:46:00+00,2026-03-17 09:49:17+00,2026-03-21 21:51:35.328147+00
6008,440637,,1,{lsm_rus},{baltic_media},{latvia},f,t,2026-03-16 10:28:50+00,2026-03-16 10:28:50+00,2026-03-21 21:51:35.301009+00
6007,408121,,2,"{kommersant,warfakes}","{ru_proxy,russian_state}",{global},t,f,2026-03-16 10:54:30+00,2026-03-21 18:07:01+00,2026-03-21 21:51:35.046249+00
6006,408609,,1,{euvsdisinfo},{counter_disinfo},{global},f,t,2026-03-16 11:00:55+00,2026-03-16 11:00:55+00,2026-03-21 21:51:34.67264+00
6005,441678,,3,"{lsm_en,pravda_en,ukrinform}","{baltic_media,trusted,ukraine_media}",{finland},f,t,2026-03-16 10:29:44+00,2026-03-16 15:24:00+00,2026-03-21 21:51:34.328453+00
6004,462347,,1,"{""""}","{""""}","{baltic,kaliningrad}",f,f,2026-03-16 11:45:00+00,2026-03-16 11:45:00+00,2026-03-21 21:51:34.240767+00
6003,407227,,1,{meduza},{russian_independent},{global},f,f,2026-03-16 11:48:55+00,2026-03-16 11:48:55+00,2026-03-21 21:51:34.208956+00
6002,407176,,2,"{bnn,NULL}",{baltic_media},{latvia},f,t,2026-03-13 07:18:35+00,2026-03-16 11:52:40+00,2026-03-21 21:51:34.181787+00
6001,408563,,1,{postimees_rus},{estonian_media},{estonia},f,t,2026-03-16 12:05:31+00,2026-03-16 12:05:31+00,2026-03-21 21:51:34.02915+00
6000,408098,,3,"{kommersant,NULL}",{russian_state},{global},t,f,2026-03-10 02:35:00+00,2026-03-16 12:06:09+00,2026-03-21 21:51:33.973546+00
5999,408081,,2,"{interfax,rt_russian}","{russian_state,ru_state}",{global},t,f,2026-03-16 12:11:00+00,2026-03-16 13:45:56+00,2026-03-21 21:51:33.943522+00
5998,441623,,1,{err_en},{estonian_media},{estonia},f,t,2026-03-16 12:29:00+00,2026-03-16 12:29:00+00,2026-03-21 21:51:33.878003+00
5997,441807,,1,{verstka},{russian_independent},{stpetersburg},f,f,2026-03-16 12:29:12+00,2026-03-16 12:29:12+00,2026-03-21 21:51:33.851839+00
5996,441410,,6,"{bnn,interfax,kommersant,postimees_rus,ukrinform}","{baltic_media,estonian_media,russian_state,trusted,ukraine_media}",{poland},t,t,2026-03-15 20:24:00+00,2026-03-22 14:41:00+00,2026-03-21 21:51:33.82233+00
5995,440487,,3,"{err_rus,postimees_rus,NULL}",{estonian_media},{estonia},f,t,2026-03-10 15:15:00+00,2026-03-16 12:40:37+00,2026-03-21 21:51:33.666039+00
5994,440727,,1,{interfax},{russian_state},{global},t,f,2026-03-16 12:49:00+00,2026-03-16 12:49:00+00,2026-03-21 21:51:33.587605+00
5993,440724,,1,{interfax},{russian_state},{global},t,f,2026-03-16 12:52:00+00,2026-03-16 12:52:00+00,2026-03-21 21:51:33.558074+00
5992,442164,,5,"{15min_lt,err_rus,interfax,kommersant,lenta_ru}","{baltic_media,estonian_media,russian_state}",{global},t,t,2026-03-16 10:42:59+00,2026-03-22 14:21:00+00,2026-03-21 21:51:33.489812+00
5991,442211,,6,"{delfi_lt_rus,lsm_rus,NULL}",{baltic_media},{lithuania},f,t,2026-03-12 10:37:47+00,2026-03-16 13:03:00+00,2026-03-21 21:51:33.311674+00
5990,441224,,2,"{defence_blog,ukrinform}","{defense_osint,trusted}",{global},f,t,2026-03-16 13:09:41+00,2026-03-16 13:57:00+00,2026-03-21 21:51:33.254057+00
5989,440823,,2,"{kommersant,NULL}",{russian_state},{global},t,f,2026-03-13 08:50:06+00,2026-03-16 13:12:38+00,2026-03-21 21:51:33.227795+00
5988,441223,,1,{defence_blog},{defense_osint},{global},f,f,2026-03-16 13:20:53+00,2026-03-16 13:20:53+00,2026-03-21 21:51:33.16587+00
5987,440816,,1,{tass_ru},{russian_state},{global},t,f,2026-03-16 13:21:21+00,2026-03-16 13:21:21+00,2026-03-21 21:51:33.125449+00
5986,442161,,1,{err_rus},{estonian_media},{global},f,t,2026-03-16 13:29:00+00,2026-03-16 13:29:00+00,2026-03-21 21:51:33.036907+00
5985,441362,,1,{stolitsa_ee},{russian_language_ee},{murmansk},f,f,2026-03-16 13:30:00+00,2026-03-16 13:30:00+00,2026-03-21 21:51:33.010356+00
5984,440734,,1,{tass_ru},{russian_state},{global},t,f,2026-03-16 13:33:43+00,2026-03-16 13:33:43+00,2026-03-21 21:51:32.982914+00
5983,442208,,1,{delfi_lt_rus},{baltic_media},{global},f,t,2026-03-16 13:37:53+00,2026-03-16 13:37:53+00,2026-03-21 21:51:32.927191+00
5982,440723,,15,"{rt_russian,NULL}","{russian_state,ru_state}",{murmansk},t,f,2026-03-10 01:18:04+00,2026-03-20 10:05:01+00,2026-03-21 21:51:32.873657+00
5981,440585,,1,{tass_ru},{russian_state},{global},t,f,2026-03-16 14:09:45+00,2026-03-16 14:09:45+00,2026-03-21 21:51:32.780358+00
5980,445157,,1,"{""""}","{""""}",{global},f,f,2026-03-16 14:17:25+00,2026-03-16 14:17:25+00,2026-03-21 21:51:32.716029+00
5979,441730,,2,"{baltictimes,err_rus}","{baltic_media,estonian_media}","{baltic,estonia}",f,t,2026-03-16 12:05:00+00,2026-03-16 14:19:08.252918+00,2026-03-21 21:51:32.658798+00
5978,441733,,1,{baltictimes},{baltic_media},"{latvia,baltic}",f,t,2026-03-16 14:19:08.25418+00,2026-03-16 14:19:08.25418+00,2026-03-21 21:51:32.633102+00
5977,441757,,5,"{baltictimes,postimees_rus,NULL}","{baltic_media,estonian_media}","{latvia,baltic}",f,t,2026-03-09 12:14:08+00,2026-03-16 14:19:08.262826+00,2026-03-21 21:51:32.605155+00
5976,466564,,7,"{interfax,lachentyt,rt_russian,NULL}","{russian_state,unverified_anonymous}",{global},t,f,2026-03-13 03:49:00+00,2026-03-22 14:56:06+00,2026-03-21 21:51:32.541908+00
5975,467631,,3,"{err_rus,postimees_rus,NULL}",{estonian_media},{estonia},f,t,2026-03-09 03:13:00+00,2026-03-16 14:20:00+00,2026-03-21 21:51:32.513064+00
5974,466537,,1,{tass_ru},{russian_state},{belarus_north},t,f,2026-03-16 14:24:19+00,2026-03-16 14:24:19+00,2026-03-21 21:51:32.479942+00
5973,462371,,1,"{""""}","{""""}",{pskov},f,f,2026-03-16 14:30:00+00,2026-03-16 14:30:00+00,2026-03-21 21:51:32.416288+00
5972,453138,,3,{NULL},,"{baltic,latvia}",f,f,2026-03-16 07:33:32+00,2026-03-16 14:32:03+00,2026-03-21 21:51:32.358191+00
5971,2047832,,1,{notesfrompoland},{polish_media},{poland},f,t,2026-03-16 14:33:24+00,2026-03-16 14:33:24+00,2026-03-21 21:51:32.307444+00
5970,466523,,1,{tass_ru},{russian_state},{poland},t,f,2026-03-16 14:34:16+00,2026-03-16 14:34:16+00,2026-03-21 21:51:32.282982+00
5969,466511,,1,{tass_ru},{russian_state},{global},t,f,2026-03-16 14:40:04+00,2026-03-16 14:40:04+00,2026-03-21 21:51:32.227066+00
5968,466410,,6,"{interfax,rt_russian,NULL}","{russian_state,ru_state}","{baltic,kaliningrad,finland}",t,f,2026-03-14 17:57:21+00,2026-03-19 18:14:47+00,2026-03-21 21:51:32.201354+00
5967,466573,,2,"{meduza,ukrinform}","{russian_independent,trusted}",{pskov},f,t,2026-03-16 14:17:00+00,2026-03-16 14:48:37+00,2026-03-21 21:51:32.105839+00
5966,467776,,2,"{baltictimes,bnn}",{baltic_media},{global},f,t,2026-03-14 23:15:13.983973+00,2026-03-16 14:50:53+00,2026-03-21 21:51:31.955193+00
5965,500884,,2,"{lsm_rus,NULL}",{baltic_media},{latvia},f,t,2026-03-10 06:48:00+00,2026-03-16 14:56:00+00,2026-03-21 21:51:31.893201+00
5964,501664,,1,{delfi_lt_rus},{baltic_media},{lithuania},f,t,2026-03-16 14:59:00+00,2026-03-16 14:59:00+00,2026-03-21 21:51:31.867997+00
5963,462345,,1,"{""""}","{""""}",{kaliningrad},f,f,2026-03-16 15:00:00+00,2026-03-16 15:00:00+00,2026-03-21 21:51:31.842359+00
5962,462341,,2,{NULL},,{kaliningrad},f,f,2026-03-16 15:00:00+00,2026-03-16 15:00:00+00,2026-03-21 21:51:31.717407+00
5961,462338,,1,"{""""}","{""""}",{kaliningrad},f,f,2026-03-16 15:00:00+00,2026-03-16 15:00:00+00,2026-03-21 21:51:31.685756+00
5960,467775,,2,"{bnn,NULL}",{baltic_media},{latvia},f,t,2026-03-08 03:35:00+00,2026-03-16 15:00:48+00,2026-03-21 21:51:31.603888+00
5959,463684,,1,"{""""}","{""""}",{belarus_north},f,f,2026-03-16 15:15:00+00,2026-03-16 15:15:00+00,2026-03-21 21:51:31.472265+00
5958,463690,,1,"{""""}","{""""}",{belarus_north},f,f,2026-03-16 15:15:00+00,2026-03-16 15:15:00+00,2026-03-21 21:51:31.357301+00
5957,460939,,1,"{""""}","{""""}",{global},f,f,2026-03-16 15:16:53+00,2026-03-16 15:16:53+00,2026-03-21 21:51:31.241654+00
5956,466347,,1,{tass_ru},{russian_state},{global},t,f,2026-03-16 15:23:41+00,2026-03-16 15:23:41+00,2026-03-21 21:51:31.216192+00
5955,467456,,1,{postimees_rus},{estonian_media},{global},f,t,2026-03-16 15:32:28+00,2026-03-16 15:32:28+00,2026-03-21 21:51:31.133946+00
5954,471057,,1,"{""""}","{""""}",{latvia},f,f,2026-03-16 15:37:01+00,2026-03-16 15:37:01+00,2026-03-21 21:51:31.056946+00
5953,500813,,2,"{breaking_defense,defence_blog}",{defense_osint},{global},f,f,2026-03-14 10:00:27+00,2026-03-16 15:56:12+00,2026-03-21 21:51:30.896831+00
5952,494721,,1,"{""""}","{""""}",{estonia},f,f,2026-03-16 17:00:04+00,2026-03-16 17:00:04+00,2026-03-21 21:51:30.611982+00
5951,500542,,3,"{err_rus,postimees_rus,tribuna_ee}","{estonian_media,russian_language_ee}",{estonia},f,t,2026-03-16 12:32:00+00,2026-03-16 17:15:02+00,2026-03-21 21:51:30.540233+00
5950,494705,,1,"{""""}","{""""}",{global},f,f,2026-03-16 17:19:53+00,2026-03-16 17:19:53+00,2026-03-21 21:51:30.479832+00
5949,500812,,1,{breaking_defense},{defense_osint},{global},f,f,2026-03-16 17:22:01+00,2026-03-16 17:22:01+00,2026-03-21 21:51:30.448122+00
5948,534601,,15,"{interfax,kommersant,rt_russian,NULL}","{russian_state,ru_state}",{global},t,f,2026-03-12 04:38:36+00,2026-03-22 19:55:03+00,2026-03-21 21:51:30.33565+00
5947,534263,,1,{delfi_lt_rus},{baltic_media},{lithuania},f,t,2026-03-16 17:58:04+00,2026-03-16 17:58:04+00,2026-03-21 21:51:30.284391+00
5946,568119,,1,{tass_ru},{russian_state},{latvia},t,f,2026-03-16 18:44:38+00,2026-03-16 18:44:38+00,2026-03-21 21:51:29.885476+00
5945,568116,,1,{tass_ru},{russian_state},{global},t,f,2026-03-16 18:48:55+00,2026-03-16 18:48:55+00,2026-03-21 21:51:29.852767+00
5944,529816,,1,"{""""}","{""""}",{kaliningrad},f,f,2026-03-16 19:00:00+00,2026-03-16 19:00:00+00,2026-03-21 21:51:29.567955+00
5943,533824,,1,{15min_lt},{baltic_media},{latvia},f,t,2026-03-16 19:07:54+00,2026-03-16 19:07:54+00,2026-03-21 21:51:29.54381+00
5942,529839,,1,"{""""}","{""""}",{pskov},f,f,2026-03-16 19:15:00+00,2026-03-16 19:15:00+00,2026-03-21 21:51:29.354826+00
5941,531162,,1,"{""""}","{""""}",{belarus_north},f,f,2026-03-16 19:15:00+00,2026-03-16 19:15:00+00,2026-03-21 21:51:29.088009+00
5940,534802,,1,{breaking_defense},{defense_osint},{global},f,f,2026-03-16 19:30:00+00,2026-03-16 19:30:00+00,2026-03-21 21:51:29.010812+00
5939,568425,,1,{breaking_defense},{defense_osint},{global},f,f,2026-03-16 20:10:00+00,2026-03-16 20:10:00+00,2026-03-21 21:51:28.930539+00
5938,2036170,,1,"{""""}","{""""}",{global},f,f,2026-03-16 20:39:56+00,2026-03-16 20:39:56+00,2026-03-21 21:51:28.838781+00
5937,568510,,2,{ukrinform},{trusted},{estonia},f,t,2026-03-16 20:50:00+00,2026-03-19 10:37:00+00,2026-03-21 21:51:28.811245+00
5936,567966,,3,"{interfax,tass_ru}",{russian_state},{belarus_north},t,f,2026-03-16 14:46:05+00,2026-03-16 21:03:10+00,2026-03-21 21:51:28.772863+00
5935,568669,,9,"{rt_russian,NULL}","{russian_state,ru_state}",{murmansk},t,f,2026-03-12 04:27:15+00,2026-03-19 15:49:33+00,2026-03-21 21:51:28.74917+00
5934,598550,,15,{NULL},,{pskov},f,f,2026-03-16 02:15:00+00,2026-03-16 22:45:00+00,2026-03-21 21:51:28.594408+00
5933,597233,,1,"{""""}","{""""}",{kaliningrad},f,f,2026-03-16 23:00:00+00,2026-03-16 23:00:00+00,2026-03-21 21:51:28.542472+00
5932,597249,,10,{NULL},,{stpetersburg},f,f,2026-03-16 19:15:00+00,2026-03-17 11:15:00+00,2026-03-21 21:51:28.34142+00
5931,597234,,15,{NULL},,{kaliningrad},f,f,2026-03-16 11:00:00+00,2026-03-16 23:00:00+00,2026-03-21 21:51:28.3137+00
5930,597226,,2,{NULL},,{kaliningrad},f,f,2026-03-16 23:00:00+00,2026-03-16 23:00:00+00,2026-03-21 21:51:28.258942+00
5929,601827,,2,"{rt_russian,tass_ru}","{russian_state,ru_state}",{poland},t,f,2026-03-16 22:03:22+00,2026-03-16 23:15:55+00,2026-03-21 21:51:27.987966+00
5928,635595,"Finnish President Alexander Stubb stated that Finland should be a NATO member 'without any restrictions' and that all alliance defense means should be used for its security, while also noting Finland does not intend to become a nuclear power. He also commented on Donald Trump's statements regarding NATO's future.",7,"{kommersant,ria_ru,rt_russian,tass_ru,NULL}","{estonian_media,russian_state,ru_state}",{global},t,t,2026-03-13 13:23:00+00,2026-03-22 11:24:15+00,2026-03-21 21:51:27.761468+00
5927,732800,,1,"{""""}","{""""}",{pskov},f,f,2026-03-17 01:45:00+00,2026-03-17 01:45:00+00,2026-03-21 21:51:27.566533+00
5926,669011,,1,{tass_ru},{russian_state},{global},t,f,2026-03-17 02:20:57+00,2026-03-17 02:20:57+00,2026-03-21 21:51:27.484132+00
5925,664382,,1,"{""""}","{""""}",{belarus_north},f,f,2026-03-17 03:00:00+00,2026-03-17 03:00:00+00,2026-03-21 21:51:27.097585+00
5924,664363,,2,{NULL},,{kaliningrad},f,f,2026-03-16 19:15:00+00,2026-03-17 03:00:00+00,2026-03-21 21:51:27.068518+00
