hour,source_type,signal_count
2026-03-24 06:00:00+00,energy,4
2026-03-24 06:00:00+00,rss,176
2026-03-24 06:00:00+00,space_weather,1
2026-03-24 06:00:00+00,telegram_channel,56
2026-03-24 07:00:00+00,adsb,141
2026-03-24 07:00:00+00,ais,6000
2026-03-24 07:00:00+00,balloon,6
2026-03-24 07:00:00+00,energy,4
2026-03-24 07:00:00+00,rss,308
2026-03-24 07:00:00+00,rss_security,1
2026-03-24 07:00:00+00,telegram_channel,55
2026-03-24 08:00:00+00,adsb,199
2026-03-24 08:00:00+00,ais,6000
2026-03-24 08:00:00+00,balloon,5
2026-03-24 08:00:00+00,business,1
2026-03-24 08:00:00+00,energy,4
2026-03-24 08:00:00+00,rss,187
2026-03-24 08:00:00+00,rss_security,2
2026-03-24 08:00:00+00,satellite_analysis,5
2026-03-24 08:00:00+00,telegram_channel,59
2026-03-24 09:00:00+00,adsb,197
2026-03-24 09:00:00+00,ais,6000
2026-03-24 09:00:00+00,balloon,2
2026-03-24 09:00:00+00,business,1
2026-03-24 09:00:00+00,energy,4
2026-03-24 09:00:00+00,radiation,252
2026-03-24 09:00:00+00,rss,376
2026-03-24 09:00:00+00,rss_security,2
2026-03-24 09:00:00+00,space_weather,1
2026-03-24 09:00:00+00,telegram_channel,69
2026-03-24 10:00:00+00,adsb,209
2026-03-24 10:00:00+00,ais,6000
2026-03-24 10:00:00+00,balloon,3
2026-03-24 10:00:00+00,energy,4
2026-03-24 10:00:00+00,firms,5
2026-03-24 10:00:00+00,rss,216
2026-03-24 10:00:00+00,rss_security,1
2026-03-24 10:00:00+00,telegram_channel,78
2026-03-24 11:00:00+00,adsb,192
2026-03-24 11:00:00+00,ais,6000
2026-03-24 11:00:00+00,balloon,8
2026-03-24 11:00:00+00,energy,4
2026-03-24 11:00:00+00,firms,179
2026-03-24 11:00:00+00,rss,334
2026-03-24 11:00:00+00,telegram_channel,75
2026-03-24 11:00:00+00,youtube_transcript,1
2026-03-24 12:00:00+00,adsb,250
2026-03-24 12:00:00+00,ais,6000
2026-03-24 12:00:00+00,balloon,14
2026-03-24 12:00:00+00,business,1
2026-03-24 12:00:00+00,energy,4
2026-03-24 12:00:00+00,rss,215
2026-03-24 12:00:00+00,rss_security,1
2026-03-24 12:00:00+00,space_weather,1
2026-03-24 12:00:00+00,telegram_channel,80
2026-03-24 13:00:00+00,adsb,193
2026-03-24 13:00:00+00,ais,6000
2026-03-24 13:00:00+00,balloon,68
2026-03-24 13:00:00+00,business,1
2026-03-24 13:00:00+00,energy,4
2026-03-24 13:00:00+00,rss,322
2026-03-24 13:00:00+00,telegram_channel,60
2026-03-24 13:00:00+00,youtube_transcript,1
2026-03-24 14:00:00+00,adsb,212
2026-03-24 14:00:00+00,ais,6000
2026-03-24 14:00:00+00,balloon,22
2026-03-24 14:00:00+00,energy,4
2026-03-24 14:00:00+00,rss,217
2026-03-24 14:00:00+00,rss_security,4
2026-03-24 14:00:00+00,telegram_channel,114
2026-03-24 15:00:00+00,adsb,211
2026-03-24 15:00:00+00,ais,6000
2026-03-24 15:00:00+00,balloon,4
2026-03-24 15:00:00+00,energy,4
2026-03-24 15:00:00+00,radiation,252
2026-03-24 15:00:00+00,rss,262
2026-03-24 15:00:00+00,rss_security,3
2026-03-24 15:00:00+00,space_weather,1
2026-03-24 15:00:00+00,telegram_channel,126
2026-03-24 15:00:00+00,youtube_transcript,1
2026-03-24 16:00:00+00,adsb,164
2026-03-24 16:00:00+00,ais,6000
2026-03-24 16:00:00+00,balloon,3
2026-03-24 16:00:00+00,business,2
2026-03-24 16:00:00+00,energy,4
2026-03-24 16:00:00+00,rss,221
2026-03-24 16:00:00+00,rss_security,3
2026-03-24 16:00:00+00,telegram_channel,86
2026-03-24 17:00:00+00,adsb,148
2026-03-24 17:00:00+00,ais,6000
2026-03-24 17:00:00+00,balloon,8
2026-03-24 17:00:00+00,breaking,1
2026-03-24 17:00:00+00,energy,4
2026-03-24 17:00:00+00,rss,204
2026-03-24 17:00:00+00,telegram_channel,64
2026-03-24 18:00:00+00,adsb,120
2026-03-24 18:00:00+00,ais,6000
2026-03-24 18:00:00+00,balloon,3
2026-03-24 18:00:00+00,energy,4
2026-03-24 18:00:00+00,rss,162
2026-03-24 18:00:00+00,space_weather,1
2026-03-24 18:00:00+00,telegram_channel,71
2026-03-24 19:00:00+00,adsb,128
2026-03-24 19:00:00+00,ais,6000
2026-03-24 19:00:00+00,balloon,3
2026-03-24 19:00:00+00,energy,4
2026-03-24 19:00:00+00,rss,156
2026-03-24 19:00:00+00,rss_security,2
2026-03-24 19:00:00+00,telegram_channel,54
2026-03-24 20:00:00+00,adsb,142
2026-03-24 20:00:00+00,ais,6000
2026-03-24 20:00:00+00,balloon,2
2026-03-24 20:00:00+00,energy,4
2026-03-24 20:00:00+00,rss,77
2026-03-24 20:00:00+00,rss_security,5
2026-03-24 20:00:00+00,telegram_channel,47
2026-03-24 21:00:00+00,adsb,105
2026-03-24 21:00:00+00,ais,6000
2026-03-24 21:00:00+00,balloon,3
2026-03-24 21:00:00+00,energy,4
2026-03-24 21:00:00+00,radiation,253
2026-03-24 21:00:00+00,rss,94
2026-03-24 21:00:00+00,rss_security,3
2026-03-24 21:00:00+00,telegram_channel,29
2026-03-24 22:00:00+00,adsb,55
2026-03-24 22:00:00+00,ais,3500
2026-03-24 22:00:00+00,energy,4
2026-03-24 22:00:00+00,rss,36
2026-03-24 22:00:00+00,rss_security,2
2026-03-24 22:00:00+00,telegram_channel,6
2026-03-24 23:00:00+00,rss,18
2026-03-24 23:00:00+00,rss_security,1
2026-03-25 00:00:00+00,rss,30
2026-03-25 01:00:00+00,breaking,2
2026-03-25 01:00:00+00,rss,24
2026-03-25 02:00:00+00,rss,26
2026-03-25 03:00:00+00,rss,58
2026-03-25 04:00:00+00,rss,110
2026-03-25 05:00:00+00,energy,4
2026-03-25 05:00:00+00,rss,184
2026-03-25 06:00:00+00,adsb,35
2026-03-25 06:00:00+00,ais,500
2026-03-25 06:00:00+00,breaking,1
2026-03-25 06:00:00+00,business,1
2026-03-25 06:00:00+00,energy,4
2026-03-25 06:00:00+00,osint_perplexity,5
2026-03-25 06:00:00+00,rss,221
2026-03-25 07:00:00+00,adsb,37
2026-03-25 07:00:00+00,ais,1000
