site,week_of_year,ndvi_expected,ndvi_std,ndvi_mad,ndvi_robust_std,ndvi_n_years,bsi_expected,bsi_std,bsi_mad,bsi_robust_std,bsi_n_years,ndbi_expected,ndbi_std,ndbi_mad,ndbi_robust_std,ndbi_n_years,fuel_ratio_expected,fuel_ratio_std,fuel_ratio_mad,fuel_ratio_robust_std,fuel_ratio_n_years,metal_ratio_expected,metal_ratio_std,metal_ratio_mad,metal_ratio_robust_std,metal_ratio_n_years
Luga,11,0.17377890205828167,0.18499045303794046,0.13080800379789925,0.19393594643076542,2,-0.06254471477368861,0.2872920673202291,0.20314616898323612,0.30118451013454584,2,-0.322230468662695,0.5553057007480097,0.3926604266304653,0.5821583485223278,2,0.48241640813661235,0.47780329225707907,0.33785794802823843,0.5009081937466663,2,1.3272633850304092,0.42098773594179395,0.29768328288081414,0.441345235199095,2
Luga,12,0.2657074048740985,nan,nan,nan,1,0.14652710595062712,nan,nan,nan,1,0.12300335359342071,nan,nan,nan,1,0.964942712109826,nan,nan,nan,1,1.4999077744980003,nan,nan,nan,1
Luga,13,0.2772329618200376,nan,nan,nan,1,0.18361963270593337,nan,nan,nan,1,0.15251309070295926,nan,nan,nan,1,1.054702009908971,nan,nan,nan,1,1.5778767973909533,nan,nan,nan,1
Luga,14,0.2754498901243313,0.008197572622128028,0.005796559190375916,0.008593978655651332,2,0.17963069422809083,0.0055174635597857215,0.0039014358980741515,0.005784268862484737,2,0.14253078383986884,0.019372939396826796,0.01369873681901225,0.02030974720786756,2,1.0661965392909962,0.06092296693920721,0.04307904305271726,0.06386898922995861,2,1.5469541010127998,0.02238774027945257,0.015830522967044125,0.023470333350939617,2
Luga,16,0.3036370796192831,0.026194839191011586,0.01852254842405543,0.02746153029350458,2,0.0957038931819811,0.02209671406720231,0.015624736358858929,0.02316523412564425,2,0.07182182801927994,0.022799215191548695,0.016121479667675433,0.023901705755295596,2,0.9189018975144353,0.06501077890137803,0.04596956261138374,0.06815447352763752,2,1.630723855697793,0.12370623049682405,0.08747351445933038,0.12968823253740322,2
Luga,17,0.29700765340442375,nan,nan,nan,1,-0.034122467657024216,nan,nan,nan,1,-0.04691074454485683,nan,nan,nan,1,0.6640437936339297,nan,nan,nan,1,1.4133912628541254,nan,nan,nan,1
Luga,18,0.40907628665041607,0.01525435550624226,0.010786458221094253,0.015992002958594338,2,0.02636550910565629,0.023511164824215686,0.016624904080797538,0.02464808279019043,2,-0.012276481986032437,0.017242849518045347,0.012192535821189057,0.018076653608494895,2,0.7225929711011018,0.024617622596354048,0.01740728787457313,0.02580804500284212,2,2.0462858462155635,0.02318987596416495,0.016397718549135964,0.02431125752094898,2
Luga,19,0.4278662244714682,0.02950705694885625,0.02325471093383702,0.03447743443050676,3,-0.002094348639521813,0.02388877970569973,0.01586739127411992,0.02352499430301019,3,-0.044979171575006874,0.027821231479369532,0.017535684840478592,0.02599840634449356,3,0.6913383677910746,0.049711361327391415,0.00014374749977552614,0.00021312004316719504,3,2.093428551581752,0.1661275979162942,0.06309223840186773,0.09354055265460909,3
Luga,20,0.497843896462266,0.2644789728362442,0.006126027063155792,0.009082447723834777,3,-0.03707986114332551,0.02349368955590652,0.02345994890716037,0.03478172024975596,3,-0.08006663306230505,0.011893280843977061,0.007827664428607273,0.011605295281853141,3,0.6327007891035376,0.055473067933743445,0.004071254826002013,0.006036042405030585,3,2.5938569759220886,0.9039719872927763,0.0925688467840402,0.137242572242018,3
Luga,21,0.43160575142347685,0.25328032163961445,0.10161242927769293,0.15065058764710754,3,-0.06834587751207505,0.029531034484718947,0.023550768386365106,0.0349163692096249,3,-0.09571756302281183,0.03438466264382837,0.0019644405150955613,0.002912479507680679,3,0.5742000732611747,0.1073718261798891,0.07026356296026914,0.10417275844489503,3,2.249568074706935,0.8912516178828146,0.5924702614730064,0.8783964096598793,3
Luga,22,0.5537512876136683,0.05388790914238303,0.03810450597854359,0.056493740563788725,2,-0.09670043882948903,0.00959060235052247,0.006781579957718081,0.010054370445312827,2,-0.15383893758550535,0.0035024109970748134,0.002476578566533938,0.003671775382743216,2,0.5194971587909442,0.021978482358145535,0.01554113391563361,0.023041285143318387,2,3.006541105562964,0.4973844019803206,0.35170388349670034,0.5214361776722078,2
Luga,23,0.5607941753313502,0.04786908759120149,0.029465760144523623,0.04368593599027072,3,-0.1387142400838189,0.028508327876488625,0.0077918890576627875,0.011552254716890848,3,-0.20124927392591238,0.031042814824670698,0.011763676715900312,0.017440827098993802,3,0.47281667070174865,0.031296912914393,0.023119374974343854,0.0342767853369622,3,3.0321232810889085,0.4431558581346898,0.1891387545160068,0.2804171174454317,3
Luga,24,0.559020149907377,0.03376477049332427,0.000511307304235542,0.0007580642092596147,3,-0.1464325843115939,0.03332948684137493,0.00572523189788679,0.008488228811806954,3,-0.19907965538758202,0.026456263266250953,0.00017322676110420598,0.00025682599601309575,3,0.4648877300835302,0.06441360506065505,0.06240067727954818,0.09251524413465813,3,3.0934522913721936,0.39955662317140705,0.25049929610994237,0.37139025641260054,3
Luga,25,0.4647295929463344,0.18929449317291658,0.11160638043929827,0.1654676196393036,3,-0.10743198423292624,0.012968695410396892,0.007623445974815901,0.011302521002262055,3,-0.15814829704988168,0.016715188417626627,0.013690586023845236,0.020297662838952946,3,0.4766263851551724,0.0428708540164942,0.019404680233212124,0.028769378913760295,3,2.374785271417599,0.938293336533301,0.9073114747669528,1.3451799924894843,3
Luga,26,0.5410218928327932,0.005593038433745153,0.003954875403938185,0.005863498273878753,2,-0.0816079805576318,0.0006046585954533609,0.0004275581931478048,0.0006338977771609353,2,-0.13337647344189435,0.006355755782485088,0.004494198013360817,0.006663097974608748,2,0.5136680791514574,0.03572581490180377,0.02526196598048086,0.037453390762660924,2,2.780287243826442,0.04179910955919015,0.029556433816862793,0.04382036877688077,2
Luga,27,0.5585305559405498,nan,nan,nan,1,-0.05480711445733372,nan,nan,nan,1,-0.11722712177891734,nan,nan,nan,1,0.5197439439646083,nan,nan,nan,1,3.0932739573949783,nan,nan,nan,1
Luga,28,0.544758130712093,0.18694459355018278,0.07035148132132985,0.10430310620700363,3,-0.12118590398324977,0.0009999224905409309,3.4889509567481714e-05,5.172718688474839e-05,3,-0.1738334738964788,0.00417941633723276,0.002008976869560475,0.00297850910681036,3,0.4959849901134043,0.05932072213676062,0.04283962753499049,0.06351403178337689,3,2.966257144584679,1.0090240541077067,0.5951601071918007,0.8823843749225636,3
Luga,29,0.4024641369806339,0.10707873419818904,0.00026181678591152835,0.0003881695667924319,3,-0.10747521748426295,0.026552447563605048,0.011896829607418793,0.017638239575959103,3,-0.14287308695651432,0.023635292750666136,0.0041934596801431745,0.00621722332178027,3,0.5390177246236614,0.04426564979447055,0.004362660980379629,0.006468081169510837,3,2.093642044395074,0.7065118094969672,0.0627436085671933,0.09302367406172078,3
Luga,30,0.6055947929788412,0.05889241396594715,0.019366720036231078,0.028713099125716193,3,-0.12108697463312443,0.026586610502638733,0.001941540447942272,0.0028785278681192124,3,-0.17177546083151618,0.019704307253054044,0.001961429116657337,0.002908014808356168,3,0.4744916882228974,0.01889500874030209,0.005628819462753676,0.0083452877354786,3,3.4054457877069435,0.39918893618267126,0.2519286738152373,0.37350945179847084,3
Luga,31,0.5116901139796837,0.022180883159240196,0.015684252894605233,0.023253473341541715,2,-0.11036796544402491,0.03729582591592886,0.026372131415106276,0.03909932203603656,2,-0.14353362984243273,0.034487475589160294,0.024386327855100767,0.036155169677972394,2,0.5215015800251264,0.04148681711408395,0.029335609711214877,0.04349297495784717,2,2.687657597360693,0.0455851999880086,0.032233604033265806,0.04778954133971988,2
Luga,32,0.04495012257041759,nan,nan,nan,1,-0.177684389420454,nan,nan,nan,1,-0.29475819702861117,nan,nan,nan,1,0.3945066423059865,nan,nan,nan,1,1.0700830382020468,nan,nan,nan,1
Luga,33,0.54495298691251,0.28786889451541314,0.023438922916724225,0.03475054711633534,3,-0.16205595668611839,0.09325627993497027,0.023572786563355347,0.03494901335883063,3,-0.2442337979330099,0.12103901773137418,0.038783053775750614,0.05749975552792786,3,0.41803594284108614,0.10654878753382623,0.023570024938934953,0.03494491897446496,3,2.9067166306663608,1.0764935640506204,0.09250360083813591,0.1371458386026203,3
Luga,34,0.6503366661084506,0.10949697429971973,0.008019572303356037,0.01188981789695566,3,-0.11128663323196916,0.03874697925845035,0.014679098555676534,0.02176323151864603,3,-0.1620636364284807,0.050098289373454376,0.0409217417924964,0.06067057438155516,3,0.46268687973382683,0.05004701424745188,0.02924069048102418,0.04335224770716645,3,3.9664614149801523,1.0092719338174072,0.0007452542868637835,0.0011049140057042453,3
Luga,35,0.5952670376361728,0.033792925312994083,0.023895206644948652,0.03542703337180087,2,-0.05568020326592696,0.03445510240047381,0.02436343655385192,0.03612123103474086,2,-0.10252773273330902,0.040154682253033994,0.028393648117511452,0.04209642269902248,2,0.5341497773481654,0.07055569460520389,0.04989041010666678,0.07396752202414417,2,3.2953277276716317,0.3310604257051164,0.23409507199859303,0.347069353745114,2
Luga,36,0.5565115333870645,0.049847090241144636,0.017415890407648682,0.025820799118379936,3,-0.07031960643725724,0.032812445675101505,0.021554480178362735,0.03195667231244059,3,-0.12310128443843954,0.037217546929403544,0.031222784283214344,0.04629089997829358,3,0.5158635067353712,0.05086649450182282,0.04312911284194987,0.06394322269947487,3,2.968035760690269,0.4163792746569318,0.061059036700289226,0.09052612781184881,3
Luga,37,0.6191391232141705,0.1387610036653007,0.007774889736968715,0.011527051524029816,3,-0.08009835057172465,0.023761675572197223,0.0038940978519099723,0.005773389475241725,3,-0.1347275542633708,0.02728056508666282,0.007779848327355621,0.011534403130137443,3,0.4805825495376984,0.021395031204216958,0.01925354384786332,0.028545304108842155,3,3.5007330768141793,0.9472301976576196,0.09061323299503954,0.1343431792384456,3
Luga,38,0.5518068984953539,0.07589228099228026,0.0536639465293563,0.07956216712442364,2,-0.05813626812575081,0.0007043657590941235,0.0004980618046910648,0.0007384264316349727,2,-0.11619630165745054,0.007040854991021915,0.0049786363095027444,0.007381326192468769,2,0.5488794951140895,0.041268605785925096,0.029181311001342025,0.043264211690589686,2,2.960710760311567,0.5408014967879591,0.38240440565460077,0.5669527718235111,2
Luga,39,0.5799536931972546,nan,nan,nan,1,-0.05673484005822853,nan,nan,nan,1,-0.11522514878434764,nan,nan,nan,1,0.49635070668535786,nan,nan,nan,1,3.0934553217195195,nan,nan,nan,1
Luga,40,0.5567056365113462,nan,nan,nan,1,-0.09181908890841949,nan,nan,nan,1,-0.15810835563393158,nan,nan,nan,1,0.5156813829929936,nan,nan,nan,1,2.344416689096485,nan,nan,nan,1
Luga,41,0.4804798328877399,0.2112889696948143,0.10937412909654776,0.16215808379854169,3,-0.07997569875370059,0.0434403550259003,0.03131454684846499,0.04642694715753419,3,-0.13866398469380772,0.03293247060060713,0.031146497857766187,0.04617779772392414,3,0.5391447314655684,0.02898367273389049,0.005727997086820924,0.008492328480920701,3,2.452960905071073,0.8847781973939702,0.7035774816790155,1.0431239743373082,3
Luga,42,0.5048909562518841,0.00981122102125199,0.006937580915847286,0.010285657465835185,2,0.021064536442738743,0.011756421807182308,0.008313045582348017,0.012324921380389169,2,-0.054659320322186775,0.005471588575788848,0.0038689973858031385,0.005736175524191733,2,0.5993173440256534,0.002833253192021654,0.002003412544896943,0.0029702594390642076,2,2.5271288901291733,0.08217375352721479,0.05810561835464556,0.0861473897725975,2
Luga,43,0.15436865951401554,nan,nan,nan,1,-0.005842115997705711,nan,nan,nan,1,-0.009636122090379277,nan,nan,nan,1,0.8516257589829191,nan,nan,nan,1,1.3041625247863442,nan,nan,nan,1
Luga,44,0.4316265162721734,nan,nan,nan,1,0.01751069319221174,nan,nan,nan,1,-0.03514172746951373,nan,nan,nan,1,0.60907688508233,nan,nan,nan,1,1.9836101881813653,nan,nan,nan,1
Luga,46,0.037073487560309114,nan,nan,nan,1,-0.15831553537836196,nan,nan,nan,1,-0.17779760536801698,nan,nan,nan,1,0.5039228570504811,nan,nan,nan,1,1.0197230035740559,nan,nan,nan,1
Luga,47,0.18347098874663872,nan,nan,nan,1,-0.15822509492608028,nan,nan,nan,1,-0.16785972876007138,nan,nan,nan,1,0.5353755577638938,nan,nan,nan,1,1.2969323375398067,nan,nan,nan,1
Luga,50,0.06045354143520971,nan,nan,nan,1,-0.31546901026576857,nan,nan,nan,1,-0.642487947697447,nan,nan,nan,1,0.18653732381395335,nan,nan,nan,1,1.1015296863904669,nan,nan,nan,1
Pskov-76VDV,1,0.05651564326317204,0.04866960761345755,0.02341843913862792,0.034720177866929755,3,-0.3194612629511587,0.026426616461413553,0.012831522765080539,0.019024015651508405,3,-0.6543536434188726,0.053424477251453745,0.031275445093869814,0.04636897489617138,3,0.1894681309680063,0.03637269867953308,0.033555100538641386,0.049748792058589716,3,1.1006973326079568,0.1246416356151331,0.03158439669197932,0.04682702653552854,3
Pskov-76VDV,2,0.048837613158102214,nan,nan,nan,1,-0.27638823510411187,nan,nan,nan,1,-0.6464920035899527,nan,nan,nan,1,0.1814900602606755,nan,nan,nan,1,1.0782136635130735,nan,nan,nan,1
Pskov-76VDV,4,0.06447004343924673,nan,nan,nan,1,-0.2871949961397274,nan,nan,nan,1,-0.6973077886157297,nan,nan,nan,1,0.16207267470359502,nan,nan,nan,1,1.100776992670771,nan,nan,nan,1
Pskov-76VDV,5,0.08652697360556252,0.029801085050486547,0.021072549325916082,0.03124216163060318,2,-0.2534469800515005,0.024113442636366784,0.01705077880592777,0.02527948465766851,2,-0.5578082401410298,0.08704657976317716,0.06155122682963826,0.09125584889762169,2,0.22756174845271504,0.015300267747359535,0.010818923078127748,0.016040135355632198,2,1.1582045257676674,0.06367136842791395,0.045022456382805,0.06675029383314669,2
Pskov-76VDV,6,0.055649312565114344,0.018048820206431608,0.012762443160384572,0.018921598229586164,2,-0.2930500931307024,0.008130121702553311,0.005748864187747366,0.008523266044754244,2,-0.728573456335954,0.0001456203357469694,0.00010296912688534388,0.00015266202752021082,2,0.1376885933874879,0.00966282436000339,0.006832648630372959,0.010130084859390948,2,1.1031123378847956,0.02000412764219687,0.014145054307518667,0.020971457516327174,2
Pskov-76VDV,7,0.05670080197130845,0.016578459460865547,0.011722741106404304,0.01738013596435502,2,-0.25880257836683096,0.016594159916531428,0.011733843005073366,0.01739659563932177,2,-0.6294288683277557,0.08072107851931964,0.05707842200570268,0.08462446846565479,2,0.20073475687106407,0.039490150629056676,0.027923753299884183,0.04139975664240829,2,1.0955434174322074,0.03035409516720414,0.021463586529511858,0.031821913388654276,2
Pskov-76VDV,8,0.02829432563268725,nan,nan,nan,1,-0.2958494483676622,nan,nan,nan,1,-0.7558911808661097,nan,nan,nan,1,0.13469495113321556,nan,nan,nan,1,1.0433116394829887,nan,nan,nan,1
Pskov-76VDV,9,0.050684468615393045,0.16470865117423836,0.03600610512205979,0.05338265145396584,3,-0.19442478576480882,0.15242295855738466,0.08894806575176378,0.13187440228356498,3,-0.38485090346367656,0.2964185272423231,0.271856915544735,0.4030550629866241,3,0.4002895053060934,0.18494210140836273,0.10352556065098262,0.1534869962211468,3,1.046276757780451,0.4070986273676667,0.032740347903235545,0.04854083980133701,3
Pskov-76VDV,10,0.270460858091666,0.03184998091429555,0.022521337485160497,0.03339013495549895,2,0.03823468514480327,0.06232964871343101,0.04407371727424243,0.06534369323079182,2,-0.07813433639905538,0.0719867597322798,0.050902325962341746,0.07546778847176787,2,0.5740616154347783,0.09929789497800214,0.07021421489649493,0.10409959500554337,2,1.6319762495153285,0.12128278948501751,0.08575988288607639,0.12714760236689684,2
Pskov-76VDV,11,0.2478826198478296,0.15494482273899984,0.07821649935711611,0.11596378194686034,3,0.09164135588544327,0.22984983563801387,0.06264812342737104,0.09288210779342031,3,0.01950069393725518,0.433063978759454,0.07224707652327506,0.1071135156534076,3,0.7540257346251319,0.36821669741361296,0.039002270137044825,0.057824765705182656,3,1.546532886906166,0.3799350872586456,0.2495982927591236,0.3700544288446766,3
Pskov-76VDV,12,0.3300592603859546,nan,nan,nan,1,0.16214318408368839,nan,nan,nan,1,0.11129114291619864,nan,nan,nan,1,0.847547863826497,nan,nan,nan,1,1.7967485545017454,nan,nan,nan,1
Pskov-76VDV,13,0.2196066789524647,0.05118911323167845,0.036196169089045854,0.05366444029141938,2,0.08099498926052767,0.03183755045745276,0.022512547824833716,0.03337710340509847,2,0.047804985264357495,0.01798796059939625,0.012719408919549521,0.01885779566412412,2,0.7989131981173994,0.013967683788510276,0.009876643924325024,0.014643112282204279,2,1.433808724170754,0.14842996481247336,0.10495583465018055,0.15560752045235768,2
Pskov-76VDV,14,0.32622567334348707,0.016605397870921502,0.011741789438829253,0.01740837702200825,2,0.16797607352046928,0.013734003655762092,0.00971140711783021,0.014398132192895067,2,0.12099765397454273,0.008316071197704148,0.005880350336726736,0.00871820740923106,2,0.8945406982205752,0.011016728290426752,0.007790003280650437,0.011549458863892338,2,1.7879146563755093,0.0767147478023065,0.054245518388026714,0.08042440556208841,2
Pskov-76VDV,15,0.3162393650329275,nan,nan,nan,1,0.1971960097773208,nan,nan,nan,1,0.13870590015857764,nan,nan,nan,1,0.9298166839423296,nan,nan,nan,1,1.7812474874826791,nan,nan,nan,1
Pskov-76VDV,16,0.3554618901317891,0.035929172471930636,0.02540576149732318,0.03766658199593135,2,0.11200522412759945,0.023136784754668547,0.01636017739487966,0.02425559900564858,2,0.079127792478935,0.01516717993619882,0.010724815784362733,0.015900611881896187,2,0.8164681750537301,0.011229168665868773,0.007940221310723306,0.011772172115278373,2,1.9194790466085272,0.13570001822534697,0.09595440309428094,0.1422619980275809,2
Pskov-76VDV,17,0.4668258409724596,0.12277709710237739,0.031148949705759488,0.046181432833759015,3,0.017570313430483257,0.013782274077412738,0.011872872994650365,0.01760272150186863,3,-0.025463789474476636,0.005965823433462949,0.0037121068251678643,0.005503569578993875,3,0.628918758853701,0.058653821896637426,0.031352355102992724,0.04648300167569701,3,2.4054747963522076,0.5299388052641165,0.2527123893414065,0.37467138843756925,3
Pskov-76VDV,18,0.57035336235796,nan,nan,nan,1,-0.04114070242107768,nan,nan,nan,1,-0.10561506721656322,nan,nan,nan,1,0.5058949576906091,nan,nan,nan,1,3.1866919880851023,nan,nan,nan,1
Pskov-76VDV,19,0.5799088732151348,0.023709282980687738,0.023698809068791182,0.035135854325389806,3,-0.06455949952779187,0.01036389486142893,0.0036516079922049027,0.005413874009242988,3,-0.12678150059875407,0.011250305125230738,0.0003538175114397857,0.0005245698424606262,3,0.47264240583707207,0.009007366339385005,4.4163018332932236e-05,6.547609098040533e-05,3,3.345446190925356,0.2495377785907104,0.2491353541537289,0.36936807606831845,3
Pskov-76VDV,20,0.584048299369216,0.07684134814748485,0.027611474906965472,0.040936772697067005,3,-0.09980872859172511,0.02848998811877301,0.007567559878071103,0.011219664275228218,3,-0.15817641003128474,0.028416902195867046,0.007703558169660868,0.011421295342339202,3,0.4650243195971784,0.02353787453076131,0.023406738264542315,0.03470283015101044,3,3.3434421904009044,0.6767636294128289,0.37194015479511267,0.551438473499234,3
Pskov-76VDV,21,0.6931126023188775,0.08817208440011069,0.07449037823166282,0.11043943476626329,3,-0.16189758549363975,0.0406251910562002,0.013349361540271526,0.01979176341960656,3,-0.22479516623436566,0.03687619227928824,0.015985267541335085,0.023699757656783397,3,0.34773419908846515,0.03928357941391943,0.031037486275320325,0.04601617715178991,3,4.78377368070458,1.436615426768611,1.4344638438536643,2.1267360948974425,3
Pskov-76VDV,22,0.7441751280698247,0.01371939778558937,0.0038173625538932,0.0056596217224020575,3,-0.22865766151071246,0.013612348148779313,0.011802508748904761,0.0174983994711262,3,-0.2907555783877689,0.01701121622404396,0.004258115301578269,0.006313081746119942,3,0.2889255210505842,0.008101747685717418,0.0036732861050868815,0.00544601397940181,3,5.532079744197385,0.4098418735858508,0.18706426212843574,0.2773414750316188,3
Pskov-76VDV,23,0.6424827315176334,0.35640976129101415,0.11348098423327468,0.16824690722425303,3,-0.19335568341429044,0.0559038549101552,0.04687066694435851,0.06949045081170593,3,-0.25184664412950564,0.04134663244193501,0.031240938135312202,0.04631781487941387,3,0.34756658678038954,0.11808494070683044,0.05439009332251504,0.08063875235996079,3,4.56460260563034,2.373808719414432,1.153628401334342,1.7103694678182955,3
Pskov-76VDV,24,0.7790687573037509,0.074428013007608,0.05106642936094519,0.07571108817053733,3,-0.26013668807842005,0.042441100676324214,0.030805768369191855,0.04567263218416384,3,-0.306629537700092,0.034739575635372735,0.0235317562490715,0.0348881818148734,3,0.27726913480500676,0.04700688308429488,0.03904850850875902,0.057893318715086114,3,6.526202697905871,1.935163663211342,1.5708360771240155,2.3289215679440654,3
Pskov-76VDV,25,0.6600799176375532,0.15175307778346603,0.10730563036661844,0.1590913275815485,2,-0.1778026743465415,0.06620668730780081,0.046815197555243285,0.0694082118954037,2,-0.23234962125101116,0.0666153106474257,0.04710413788964313,0.0698365948351849,2,0.3555202929975335,0.09944166334774902,0.0703158744856631,0.1042503155124441,2,4.687656804423267,2.0773664948086337,1.4689199354889138,2.1778206963558633,2
Pskov-76VDV,26,0.7637477330167193,0.07165481842235372,0.050667608011137066,0.0751197956373118,2,-0.22462382523220037,0.03310825654583812,0.023411072716826034,0.03470925640996628,2,-0.2714938633779021,0.022024354337432075,0.01557357030325357,0.023089375331603743,2,0.2968130728007583,0.016528689445842813,0.011687548391281971,0.017327959244914648,2,6.109494001151701,1.8809249860236992,1.3300148125205697,1.9718799610429967,2
Pskov-76VDV,27,0.8042463010080729,0.013150315555116433,0.009298677303765768,0.013786218970563126,2,-0.24622392960016928,0.041394299960171486,0.029270190204307295,0.043395983996905994,2,-0.2906008466777396,0.0325328568374073,0.023004203681101842,0.03410603237760159,2,0.273236744546423,0.02754778855095013,0.019479228091069972,0.028879903567820338,2,7.095497721529252,0.35185889842969237,0.24880181310046412,0.3688735681027481,2
Pskov-76VDV,28,0.787190468822153,0.4573598611843312,0.007822915515106832,0.011598254542697388,3,-0.24798024581973266,0.036654340076429634,0.00012499073195001986,0.00018531125918909942,3,-0.29086249334674996,0.04535115573720704,0.007690695454118268,0.011402225080275745,3,0.2771433748717028,0.05107764119999904,0.007562521677286216,0.011212194638744543,3,6.530881801123952,3.292827175122646,0.3123851080018625,0.46314216112356127,3
Pskov-76VDV,29,0.6875072563414455,0.14095415519065752,0.09966963897173492,0.14777020673949418,2,-0.19444958193179118,0.048562815890847016,0.034339096429931756,0.05091114436701682,2,-0.2402785274968881,0.033022328008945105,0.023350312065691547,0.03461917266859429,2,0.32814910904477057,0.07211979710564043,0.050996397591196285,0.0756072590687076,2,4.905736398028093,2.2099756132495867,1.5626887423856817,2.3168423294610117,2
Pskov-76VDV,30,0.5502009313521804,0.14061597084214603,0.005524086449220311,0.008190010569614032,3,-0.17579670852880477,0.03177099569747179,0.021573071931647675,0.03198423644586084,3,-0.2303636931491121,0.030374333278559908,0.02750791551666487,0.04078323554500734,3,0.38266020560917047,0.05698022265317068,0.027526055412653516,0.0408101297548001,3,3.0322578229416197,2.220775561669733,0.1278584810038086,0.1895629839362466,3
Pskov-76VDV,31,0.7423595346024214,0.005439967263487891,0.0038466377414451136,0.005703025115466525,2,-0.19252240605634185,0.026122569104859366,0.01847144575606026,0.027385765477934938,2,-0.23138754712323528,0.02078011440918343,0.01469375981256589,0.021784968298110188,2,0.3104517281652872,0.03031267189584436,0.021434295853434426,0.03177848703230188,2,5.280398037247636,0.1787606750723866,0.12640288555316959,0.18740491812112922,2
Pskov-76VDV,32,0.04103849774393963,nan,nan,nan,1,-0.13481350693279523,nan,nan,nan,1,-0.2285884072497158,nan,nan,nan,1,0.4884162838801469,nan,nan,nan,1,1.0704349564124307,nan,nan,nan,1
Pskov-76VDV,33,0.69715714760189,0.23997061110182447,0.07845730274168039,0.11632079704481534,3,-0.1777595117911956,0.046559317305060306,0.023382737091444478,0.03466724601177558,3,-0.21686194475855633,0.045482188363734216,0.023319632283482966,0.03457368682349184,3,0.3245424651683333,0.11969640013124981,0.0005755359546851246,0.0008532896064161658,3,3.8423248486566903,2.0843405115846267,1.8441771398543618,2.7341770275480766,3
Pskov-76VDV,34,0.4130299528381498,0.4819070762457809,0.3407597615151743,0.5052104224223973,2,-0.17869802094969772,0.04550552095926587,0.03217726245172346,0.0477060093109252,2,-0.24710525561784782,0.009717835511313368,0.006871547388505123,0.010187756158197694,2,0.3887186565035323,0.11896330789394474,0.08411976172419147,0.12471595873228628,2,3.522777533601247,3.3711653604249845,2.383773886857698,3.534183164655223,2
Pskov-76VDV,35,0.7754825054498848,nan,nan,nan,1,-0.17382811956839195,nan,nan,nan,1,-0.2167035492288399,nan,nan,nan,1,0.3164463958544038,nan,nan,nan,1,6.157161145177116,nan,nan,nan,1
Pskov-76VDV,36,0.7637433354525947,0.03869744152773894,0.027363223318834118,0.04056871489250346,2,-0.15336483675550328,0.05387897943618777,0.038098191722738914,0.05648437904813271,2,-0.19337674909612157,0.04972638659386384,0.035161865164424946,0.05213098129277642,2,0.3280525598333178,0.027716864054550566,0.01959878252619837,0.029057154973341704,2,5.7653765854186885,0.9492783182314944,0.6712411360548511,0.9951821083149223,2
Pskov-76VDV,37,0.7501309341139524,0.03563179586730206,0.025307198787343,0.03752045292211473,3,-0.17386014566453803,0.020370226654765067,0.009721010035725092,0.014412369478966021,3,-0.21666525027996222,0.02768693414625151,0.01188413916273559,0.017619424722671785,3,0.33184242092341043,0.028208248395771456,0.015587827241468843,0.023110512668201705,3,5.8426739594240935,0.7432179763337087,0.1848006581447006,0.27398545576533306,3
Pskov-76VDV,38,0.8045885261322506,0.035747205205704145,0.025277091209420455,0.037475815427086764,2,-0.18748903273109208,0.041571595234014054,0.029395556894713695,0.04358185265210252,2,-0.23435801075818402,0.05247640086147757,0.037106418901414376,0.05501397666323695,2,0.3047256237198338,0.03872519272072493,0.027382846375580527,0.04059780803643569,2,6.843125247417804,1.237455281914962,0.8750130212571805,1.2972943053158958,2
Pskov-76VDV,39,0.7295622655926379,0.009834040394356772,0.006953716649312103,0.010309580304270123,2,-0.1366719263406481,0.002856459481304339,0.002019821869414906,0.00299458790359454,2,-0.17783320315951168,0.0055109289491748065,0.0038968152305987602,0.005777418260885721,2,0.3633320404573458,0.00012808149200452243,9.056729154088838e-05,0.0001342750664385211,2,4.8439974407705115,0.4439186678786028,0.31389790035225884,0.4653850270622589,2
Pskov-76VDV,40,0.719918066891506,nan,nan,nan,1,-0.13279718328774234,nan,nan,nan,1,-0.1895692799648084,nan,nan,nan,1,0.37107683282289994,nan,nan,nan,1,4.187995469274649,nan,nan,nan,1
Pskov-76VDV,41,0.6660200306197197,0.3213996262725716,0.046853670186117524,0.06946525141793784,3,-0.14261190122632736,0.04876470905108992,0.03911651160256188,0.05799414010195824,3,-0.20096632618316254,0.09239244267535744,0.0036796859061264398,0.00545550232442306,3,0.3554291522467218,0.035427515636382176,0.0001441242434503387,0.00021367860333947213,3,3.84303179659948,1.802339526260142,0.9087573034609835,1.347323578111254,3
Pskov-76VDV,42,0.640530742544704,0.0027475221244033154,0.0019427915256256534,0.0028803827158925934,2,-0.03712481015900332,6.349625400034699e-05,4.48986317835888e-05,6.656671148234874e-05,2,-0.11036434454389908,0.004154733254396151,0.0029378400582047715,0.004355641670294394,2,0.4571457601882358,0.011230917674598447,0.007941458046656413,0.011774005699972797,2,3.686432273304634,0.045145059457241274,0.031922377679285185,0.04732811714730821,2
Pskov-76VDV,44,0.5762038982842987,nan,nan,nan,1,0.03714316134820638,nan,nan,nan,1,-0.033210701581100434,nan,nan,nan,1,0.55886242011659,nan,nan,nan,1,3.03049278512628,nan,nan,nan,1
