site,week_of_year,ndvi_expected,ndvi_std,ndvi_mad,ndvi_robust_std,ndvi_n_years,bsi_expected,bsi_std,bsi_mad,bsi_robust_std,bsi_n_years,ndbi_expected,ndbi_std,ndbi_mad,ndbi_robust_std,ndbi_n_years,fuel_ratio_expected,fuel_ratio_std,fuel_ratio_mad,fuel_ratio_robust_std,fuel_ratio_n_years,metal_ratio_expected,metal_ratio_std,metal_ratio_mad,metal_ratio_robust_std,metal_ratio_n_years
Cherekha,38,0.7948368814088445,0.010902382621682761,0.00770914868288225,0.011429583837241223,2,-0.17484054373151064,0.012748686116946762,0.00901468240451185,0.013365168132929268,2,-0.22266760764881197,0.008317796089827198,0.0058815700196437615,0.00872001571112384,2,0.293399858585666,0.0021913979858589412,0.0015495523760793994,0.0022973663527753175,2,6.268836335668356,0.46069980665974863,0.3257639573804396,0.48297764321223974,2
Cherekha,39,0.7539692202720538,0.0509921071133699,0.03125260019602949,0.04633510505063332,3,-0.18165737528766526,0.048725531384187636,0.033160888308174874,0.04916433300570006,3,-0.21490316012029315,0.05386053406111702,0.04678363708115452,0.06936142033651968,3,0.31241555409708177,0.03402626932791244,0.032902690275241675,0.048781528602073305,3,4.717168773899331,0.5347464937393487,0.4210012689246172,0.6241764813076375,3
Cherekha,40,0.7549191040401957,nan,nan,nan,1,-0.1933960137418137,nan,nan,nan,1,-0.23042461185482527,nan,nan,nan,1,0.3084796307110509,nan,nan,nan,1,4.622004578882827,nan,nan,nan,1
Cherekha,41,0.5763409118730383,0.12040609639258507,0.08764739917772468,0.1299460340208946,3,-0.1682197238153316,0.02040758663243594,0.010007120025598087,0.014836556149951724,3,-0.2598247011559705,0.010270505758769727,0.006573914513736512,0.009746485658065752,3,0.3380936215367193,0.04010682549011638,0.039171720456646186,0.058075992749023635,3,3.1479062660655215,0.944533036638587,0.13331566754465873,0.19765380870171104,3
Cherekha,42,0.656026893708989,0.024715559634119456,0.017476539818106374,0.025910717934324506,2,-0.10132138760717022,0.00289187050543563,0.0020448612447069026,0.0030317112814024537,2,-0.1854478727942956,0.016480159128161243,0.011653232274556197,0.017277082170257016,2,0.4005854598723276,0.028024144265211447,0.01981606244688111,0.029379294183745932,2,3.6258906094611216,0.2232261393293893,0.15784471685790424,0.2340205772135288,2
Cherekha,44,0.6286126367017906,nan,nan,nan,1,-0.024258423298961683,nan,nan,nan,1,-0.10148851759212815,nan,nan,nan,1,0.453295377771846,nan,nan,nan,1,3.023121996934883,nan,nan,nan,1
Cherekha,46,0.21293234472048886,nan,nan,nan,1,-0.07222966113075421,nan,nan,nan,1,-0.12309239230419348,nan,nan,nan,1,0.6523342940435788,nan,nan,nan,1,1.483283108628772,nan,nan,nan,1
Cherekha,47,0.4177222136954285,0.22727292843589755,0.043036565948704864,0.06380601267554983,3,-0.1543018536312729,0.04380074049342768,0.0348592091109734,0.051682263427929157,3,-0.15350842081152,0.07418299668030379,0.041181568788947576,0.061055793886493674,3,0.4611725688146452,0.22187738184329528,0.11428164247597494,0.16943396313488043,3,2.0770239579831866,0.6432812224282812,0.18895573643729957,0.2801457748419403,3
Cherekha,50,0.28718607121058753,nan,nan,nan,1,-0.1689229171033377,nan,nan,nan,1,-0.23536508588642197,nan,nan,nan,1,0.4628860268047893,nan,nan,nan,1,1.680029651297859,nan,nan,nan,1
Cherekha,51,0.13818611646493226,nan,nan,nan,1,-0.32698946687042896,nan,nan,nan,1,-0.5253443600062799,nan,nan,nan,1,0.19236592021559534,nan,nan,nan,1,1.2268606660293788,nan,nan,nan,1
Cherekha,52,0.3397779692628224,nan,nan,nan,1,-0.17425214131326516,nan,nan,nan,1,-0.15243047098165297,nan,nan,nan,1,0.4092250367074859,nan,nan,nan,1,1.761722455338273,nan,nan,nan,1
Chkalovsk,2,0.04003150529064368,nan,nan,nan,1,-0.2880981634009444,nan,nan,nan,1,-0.724514004655031,nan,nan,nan,1,0.1464352615536572,nan,nan,nan,1,1.066307731316167,nan,nan,nan,1
Chkalovsk,4,0.040858992340938885,nan,nan,nan,1,-0.3056472900002412,nan,nan,nan,1,-0.8009670110671253,nan,nan,nan,1,0.09182725043994897,nan,nan,nan,1,1.058340196742461,nan,nan,nan,1
Chkalovsk,5,0.044821521249181324,nan,nan,nan,1,-0.30176438483289114,nan,nan,nan,1,-0.7933248872166605,nan,nan,nan,1,0.10748923963267244,nan,nan,nan,1,1.0700179917226198,nan,nan,nan,1
Chkalovsk,6,0.014481469156719174,0.01532647398570526,0.010837453686971404,0.0160676088363038,2,-0.20045397049430183,0.12945392890684065,0.09153775098126823,0.13571386960482829,2,-0.4631445776531507,0.45541165973428327,0.3220246728295323,0.47743377993706454,2,0.35793038362653734,0.3542171573026704,0.25046935394134023,0.371345864153431,2,1.010405547535279,0.023706792345163614,0.016763233627446528,0.024853170176052222,2
Chkalovsk,7,0.2638067689127004,0.16165873494547708,0.07413436666091194,0.10991161201146804,3,0.01662781674283065,0.23114955360983194,0.1336640390395786,0.19817030428007923,3,-0.02938436797458814,0.4870327405836138,0.1134275068270722,0.16816762162181723,3,0.6755461771206571,0.3693394194015962,0.12927541902755746,0.19166373625025668,3,1.5859025160822977,0.38907160685082676,0.21078735340473842,0.31251333015786514,3
Chkalovsk,8,0.010726919500518116,nan,nan,nan,1,-0.2685704596628079,nan,nan,nan,1,-0.7452341664272426,nan,nan,nan,1,0.13948143341189995,nan,nan,nan,1,1.0077767126696588,nan,nan,nan,1
Chkalovsk,9,0.15284564643926218,0.21203191836708643,0.1499292073053593,0.2222850427509257,2,-0.0444213466081223,0.28662368248924525,0.20267354953680522,0.3004838045432674,2,-0.27426845625429075,0.5563728483864155,0.3934150139621093,0.5832770997002232,2,0.544751292812087,0.521995045889243,0.3691062366940667,0.5472369065226232,2,1.3295615580569315,0.48265779680684456,0.34129060111467857,0.5059974452126225,2
Chkalovsk,10,0.28721893303047275,0.100055988208624,0.013537639202614082,0.020070903881795638,3,0.13270619049757965,0.1677941351172638,0.04503600501189797,0.06677038103063992,3,0.0977412935796313,0.27457942827247284,0.04865016123854701,0.0721287290522698,3,0.8751938818869975,0.33410826823239126,0.05844730387571828,0.08665397272613992,3,1.6483879926909768,0.2710158945766136,0.05833599485993202,0.08648894597933521,3
Chkalovsk,11,0.21164043298587354,0.04041769000648241,0.028579622683479466,0.042372148590526654,2,0.04907744667919985,0.06588898701411494,0.046590549523193046,0.06907514872308601,2,0.0007124677183744793,0.08048259874091422,0.05690979133721634,0.08437445663655695,2,0.7569458562389764,0.056169725340770874,0.03971799368584494,0.05888589743863371,2,1.45764962416108,0.07141322413989466,0.05049677505571437,0.07486651869760212,2
Chkalovsk,12,0.2793084212334822,0.022011701424299278,0.015564623342575606,0.023076110567702594,2,0.14785107384486884,0.00888227175140024,0.006280714587756822,0.009311787447808265,2,0.12600096183754309,0.004054034027688016,0.0028666349521392076,0.004250072980041589,2,0.8905409778404165,0.010907192587229773,0.007712549842137817,0.011434626395953527,2,1.6169339366500615,0.06590783157459276,0.0466038746396954,0.0690949045408124,2
Chkalovsk,13,0.2910287834602957,0.02774001240235633,0.01961515087990509,0.029081422694547287,2,0.14306856081563016,0.018636099046246267,0.013177712010464887,0.01953727582671524,2,0.12399926999444966,0.023600484750054416,0.01668806280605318,0.02474172191625444,2,0.9044056806454316,0.04679782698734462,0.0330910608075462,0.049060806753267995,2,1.6640829573428824,0.0889250595142706,0.06287951259995805,0.0932251653806978,2
Chkalovsk,14,0.2910446976230149,0.03321946410832862,0.023489708338382292,0.034825841582485584,2,0.15776541144512268,0.0007935801456738255,0.0005611459024209703,0.0008319549149293305,2,0.13666035388634226,0.002711456031082329,0.001917288946467477,0.0028425725920326814,2,0.9277318651344857,0.002972073738406289,0.00210157349461354,0.0031157928631140343,2,1.6559491598056637,0.1101434854988926,0.07788320549978911,0.11546964047398733,2
Chkalovsk,15,0.32226273558789903,0.015743472117878833,0.011652340501890901,0.017275760028103448,3,0.15036913378805145,0.06035917099444478,7.47863908956703e-05,0.00011087830314192078,3,0.11132739763392557,0.06380191220797246,0.003946515538832865,0.005851103937873605,3,0.8633802004139344,0.11220538809203513,0.023225564343125282,0.03443422169511754,3,1.7964362107119118,0.07485994242300444,0.05522186629191128,0.08187193896438766,3
Chkalovsk,16,0.355502574320285,nan,nan,nan,1,0.05471443749839447,nan,nan,nan,1,0.02928637417716617,nan,nan,nan,1,0.7324683194997257,nan,nan,nan,1,1.9139757695992885,nan,nan,nan,1
Chkalovsk,17,0.5019665005438855,0.016311740203739926,0.007821723532331903,0.011596487309035279,3,-0.04094280784185384,0.048866662062365764,0.04291184048976932,0.063621094710132,3,-0.09573834361815686,0.04773992900207659,0.031236530436897086,0.04631128002574362,3,0.5272946723171779,0.0511723105841486,0.038853827571579014,0.057604684757623044,3,2.6561441054568427,0.1132727544148578,0.015613905939348083,0.023149176945677467,3
Chkalovsk,18,0.6036756355053896,0.0312135693568401,0.03103071386443179,0.04600613637540657,3,-0.08382623019164487,0.047077211112398584,0.03891496431130727,0.05769532608794415,3,-0.14247421850182948,0.045995270987970474,0.04085832699253872,0.0605765555991379,3,0.4569471350398325,0.053034419932408525,0.043112729814432316,0.06391893322287735,3,3.5283587618269054,0.37596880324210785,0.3090759207925591,0.45823596016704804,3
Chkalovsk,19,0.4795034256749667,0.20015821509904053,0.14153323120672717,0.2098371685870937,2,-0.0961777197599839,0.0006751868541817103,0.00047742920315990006,0.0007078365366048678,2,-0.15190897728888764,0.003433360950134902,0.0024277528101014773,0.00359938631625645,2,0.5029442373426973,0.09802402491288034,0.06931345273509676,0.10276412502505444,2,2.8357055237370883,1.2917959561708992,0.9134376805178028,1.3542627051356944,2
Chkalovsk,20,0.6290413708276807,nan,nan,nan,1,-0.255739935761282,nan,nan,nan,1,-0.3065959344136341,nan,nan,nan,1,0.29276692034460483,nan,nan,nan,1,3.852275597177727,nan,nan,nan,1
Chkalovsk,21,0.7012606275157982,0.03334457367995058,0.027112649739951533,0.04019721450445214,3,-0.21476444794602173,0.021964447920303616,0.013748027459122986,0.020382825510895736,3,-0.2697305418240912,0.023731425930697873,0.017958290438753577,0.02662496140449605,3,0.3300680101643554,0.01311031902853991,0.0023970847577823307,0.0035539178618880832,3,4.97016778080901,0.5019504803015977,0.43772426295550737,0.6489699922578351,3
Chkalovsk,22,0.5262897154802715,0.07623244373834738,0.0539044779138074,0.07991877895501084,2,-0.17092771829644335,0.06216456428383454,0.043956984954606454,0.06517062589369953,2,-0.2266198259144152,0.06344309666813554,0.044861043873512294,0.06651098364686932,2,0.3984522751388666,0.07169151966511496,0.05069355970877151,0.07515827162422464,2,3.4558942476454173,1.22066435996297,0.8631400464825529,1.2796914329150328,2
Chkalovsk,23,0.5957445838433415,0.1382078869285871,0.12797559850293505,0.1897366223404515,3,-0.22849223187427478,0.017830100827911012,0.011759978450921277,0.017435344051335885,3,-0.2873581472776154,0.023515811607960617,0.019827749104665338,0.029396620822576828,3,0.3010538689147577,0.04105335843374496,0.01566310102455526,0.023222113579005627,3,3.5940910533680417,1.6327003663959223,1.0080227206169639,1.4944944855867106,3
Chkalovsk,24,0.7744214507335745,0.003730556831685739,0.0026379020332867875,0.003910953554550991,2,-0.25768830793733677,0.03589485614483775,0.025381496189730388,0.03763060625089427,2,-0.3124298649148618,0.035825402040088244,0.02533238472128077,0.037557793587770866,2,0.2734110613051518,0.016826424693458686,0.01189807900386941,0.017640091931136786,2,6.4522124454125125,0.02572006644477999,0.018186833395672508,0.02696379919242406,2
Chkalovsk,25,0.4941818310798781,0.30771563539286123,0.29302579486528824,0.4344400434672763,3,-0.1854141876414537,0.10261037993722244,0.09759771460119951,0.14469837166773838,3,-0.2441438574506085,0.10662915776674452,0.09983807825964111,0.1480199348277439,3,0.3716302125943841,0.18755965447956596,0.11772370017332368,0.17453715787696966,3,2.653510555335322,3.4088763960491653,1.1843453102367512,1.7559103569570071,3
Chkalovsk,26,0.7290881070161466,0.022768078548555882,0.01609946273627183,0.023869063452796616,2,-0.1777670435769135,0.005258256209381222,0.0037181486228697325,0.005512527148266665,2,-0.23630648329297993,0.011206711411433607,0.007924341633825369,0.011748628906309492,2,0.3367589425719072,0.015020120946760562,0.0106208293756965,0.01574644163240763,2,5.381875892956765,0.633300861422435,0.4478113336430858,0.6639250832592389,2
Chkalovsk,27,0.594894965258572,0.24941579998535926,0.17636360350471514,0.26147667855609064,2,-0.1718877733528734,0.0690768122685355,0.04884468237783155,0.07241712609337306,2,-0.2285152191698669,0.06640757656818054,0.046957247713525344,0.06961881546007267,2,0.38662786606809607,0.1325213512639497,0.09370674613074328,0.13892962181343999,2,4.251463573077337,2.9218182238400714,2.066037479471748,3.0631071670648136,2
Chkalovsk,28,0.7088850773551734,0.1800263282006603,0.035160425347527835,0.052128846620244765,3,-0.16983241003482838,0.038236058987015445,0.003940478024370309,0.005842152718931419,3,-0.22063873457113223,0.04063027900665449,0.003960774277466217,0.005872243943771413,3,0.35521077548228663,0.10243443031458219,0.0233917613667311,0.03468062540231553,3,4.94187671739129,1.7901939001587222,0.7435699505806248,1.1024168087308344,3
Chkalovsk,29,0.6965375581961732,0.0926126319669078,0.06548702008733454,0.09709105598148218,2,-0.22847455922371723,0.03318192397463434,0.02346316345528042,0.03478648613879875,2,-0.28322133419785844,0.044069712926959846,0.03116199285559776,0.04620077060770923,2,0.31055406218654413,0.013976747178059346,0.009883052708535706,0.014652613945675037,2,5.081627114265132,1.5749011148964398,1.1136232580415266,1.6510578423723672,2
Chkalovsk,31,0.1541291548719439,nan,nan,nan,1,-0.1897462306192788,nan,nan,nan,1,-0.29884161024782835,nan,nan,nan,1,0.38078005902426454,nan,nan,nan,1,1.2961041255738783,nan,nan,nan,1
Chkalovsk,32,0.5968638460666661,0.2165047781624385,0.1530919967979494,0.22697419445263978,2,-0.1893581583836893,0.08301275675031267,0.058698883223135434,0.08702696426662059,2,-0.23542182987074625,0.08687966042075515,0.061433197030700465,0.0910808579177165,2,0.3867886694042646,0.14946007200368797,0.10568423043043743,0.15668744003616653,2,4.0947646420297845,2.4764776632833003,1.7511341491646373,2.5962314895514913,2
Chkalovsk,33,0.5762066451380357,0.14555590577941785,0.09387847599342991,0.13918422850785916,3,-0.14258302176579407,0.01592530529689781,0.00387565599513523,0.005746047578387491,3,-0.201094308651621,0.011756174582472367,0.011517477686756511,0.0170758124183852,3,0.40615858681059247,0.055377165465726665,0.04314481278183474,0.06396649943034818,3,4.122345449879412,1.2750658113466686,0.2189308747879215,0.3245869149605724,3
Chkalovsk,34,0.741169046093181,0.04556547515241616,0.00695721633119073,0.010314768932623375,3,-0.1736316014753093,0.02406201439609351,0.00753289476963781,0.011168269785465017,3,-0.21677231078667275,0.027360971637911007,0.007758309827905624,0.011502470150852878,3,0.33572905572723394,0.02298279533322484,0.016076572714845472,0.023835126707029895,3,5.436513853076514,1.0985995660429966,0.22021623803234025,0.3264925945067476,3
Chkalovsk,35,0.7030856786198802,0.15805448852677828,0.029448688119381283,0.043660625005794686,3,-0.248211540847017,0.06291140643412603,0.009744041756028804,0.014446516307488303,3,-0.31078456048146846,0.07372090886751274,0.011661801003104377,0.01728978616720255,3,0.2867163613385332,0.04406124983765503,0.01346922925146038,0.01996947928821516,3,4.842692287558332,1.7035116259592054,0.6278992584715919,0.9309234406099821,3
Chkalovsk,36,0.7042276378032484,0.0646844068642215,0.05388561267343772,0.07989080934963876,3,-0.15420736440286803,0.04071376569864238,0.027457299709480715,0.04070819254927611,3,-0.19921913664137247,0.03941876365466014,0.029328082130409577,0.043481814566545235,3,0.38480148026297445,0.03670001265890995,0.005728465498397173,0.008493022947923649,3,4.846030313473286,1.0648213228376147,0.5648177640531644,0.8373988169852216,3
Chkalovsk,37,0.6006160169736272,0.15053303356695327,0.10644292882777484,0.15781228628005897,2,-0.14457021597604153,0.005644582943328369,0.003991322876197412,0.005917535296250283,2,-0.18552573741453615,0.005594174888901221,0.0039556789990855545,0.0058646896840442424,2,0.4198789347308578,0.0800281254351893,0.05658843018086998,0.08389800658615783,2,4.015454907305976,1.2154308990268612,0.8594394307655555,1.2742049000530125,2
Chkalovsk,38,0.6973704223168293,0.016443345198884428,0.011627200895522438,0.017238488047701565,2,-0.12605387731620457,0.048363301599033195,0.03419801852124657,0.05070198225960016,2,-0.17286313912405427,0.04833761943213536,0.034179858486877546,0.050675058192644645,2,0.37702301182966813,0.035836357373784385,0.025340131312027475,0.037569278683211936,2,4.719489056353698,0.44402989556389916,0.3139765502027876,0.46550163333065286,2
Chkalovsk,39,0.5956906478705214,0.12577957676153922,0.0995964386717455,0.14766167997472987,3,-0.16588670001244576,0.054589098061332046,0.015783878883954328,0.023401178833350685,3,-0.2343854202952646,0.07857306777348108,0.029375764187865416,0.04355250798492926,3,0.35548560656375433,0.08133850299394085,0.03913558739313977,0.05802242186906902,3,3.4060735616317426,0.9673491862506174,0.7810196414202202,1.1579397203696185,3
Chkalovsk,40,0.688350049391027,0.03724280230307696,0.026334638058895687,0.039043734386118745,2,-0.1874854593073153,0.02771735221993297,0.019599127711250608,0.029057666744700148,2,-0.23923551090301332,0.023481622193443696,0.01660401428624457,0.024617111580786197,2,0.3125991664939036,0.011274042835908266,0.00797195214065835,0.01181921624374007,2,4.160648850715597,0.17305989680326556,0.12237182658103318,0.18142847008903978,2
Chkalovsk,42,0.4018543653160373,0.30861089218557236,0.21822085461244872,0.32353423904841644,2,-0.07716176456065559,0.05931241215360818,0.04194020884234774,0.06218055362966476,2,-0.13572171435495964,0.048076414724351826,0.03399515886672596,0.05040122253580791,2,0.48638951818048515,0.047013869622067675,0.03324382601958428,0.049287296456635654,2,2.4917610105135712,1.6023617318079226,1.1330408464752022,1.6798463589841346,2
Chkalovsk,43,0.5488290437917701,0.10511989790487408,0.07433099264617402,0.11020312969721759,2,-0.01175004892360799,0.04142032333591172,0.029288591509762575,0.043423265772373994,2,-0.05661626900395712,0.06620697583614649,0.046815401575593066,0.06940851437597427,2,0.5292448248500656,0.07466106983122903,0.05279334876830441,0.07827141888388811,2,2.9926493708672264,0.762153323844079,0.538923783594015,0.7990084015564867,2
Chkalovsk,44,0.45098751827642686,nan,nan,nan,1,-0.01755745205735487,nan,nan,nan,1,-0.04489251335924604,nan,nan,nan,1,0.5704616913485899,nan,nan,nan,1,2.0479409834714226,nan,nan,nan,1
Chkalovsk,45,0.18549955219868405,nan,nan,nan,1,-0.02142801432155631,nan,nan,nan,1,-0.02538636731122573,nan,nan,nan,1,0.6993869184651909,nan,nan,nan,1,1.2967519043192701,nan,nan,nan,1
Chkalovsk,46,0.4079675116681615,0.0785744384809351,0.0663964667939676,0.09843940166873635,3,-0.00964539780310318,0.027450520954987314,0.023338946597310447,0.03460232222517247,3,-0.04492502634859129,0.04734309799059204,0.03512417130543434,0.05207509637743695,3,0.6011557795792934,0.1137501904620218,0.04351433444196573,0.06451435224365838,3,2.077820091617548,0.25031441825070855,0.25014898443475975,0.37087088432297477,3
Chkalovsk,47,0.4257479173184412,nan,nan,nan,1,0.0645154000866848,nan,nan,nan,1,0.06058297939624882,nan,nan,nan,1,0.7305756947597974,nan,nan,nan,1,2.108336353548601,nan,nan,nan,1
Chkalovsk,52,0.35935810131174234,0.02766386993202535,0.019561310022797762,0.02900159823979996,2,0.013499958792729085,0.044221145191506835,0.03126907163674937,0.04635952560864461,2,0.015712315836010064,0.06059714782872874,0.042848654150257764,0.06352741464317216,2,0.6641445318349227,0.02232534270527786,0.015786401219215596,0.02340491844760904,2,1.812020992120353,0.06628206365238352,0.04686849667963877,0.06948723317723243,2
Kronstadt,1,0.013637616003605035,nan,nan,nan,1,-0.3085691418594757,nan,nan,nan,1,-0.7285027573836431,nan,nan,nan,1,0.13427604932536108,nan,nan,nan,1,1.0040998774989145,nan,nan,nan,1
Kronstadt,3,-0.031152540239672365,nan,nan,nan,1,-0.23240757440570475,nan,nan,nan,1,-0.3513186025293151,nan,nan,nan,1,0.3513906821838588,nan,nan,nan,1,0.8436990974229932,nan,nan,nan,1
Kronstadt,4,-0.03902031704017492,nan,nan,nan,1,-0.23437316897231514,nan,nan,nan,1,-0.45696575939865947,nan,nan,nan,1,0.27334443020080124,nan,nan,nan,1,0.836021993308151,nan,nan,nan,1
Kronstadt,5,0.02923304667368725,nan,nan,nan,1,-0.3056276705583657,nan,nan,nan,1,-0.7675692248011866,nan,nan,nan,1,0.1308710235011984,nan,nan,nan,1,1.0351639511189736,nan,nan,nan,1
Kronstadt,6,0.020391358829487456,0.0096265715571903,0.006807014027666803,0.010092078997418801,2,-0.2705462377434029,0.030386531899699643,0.02148652276301896,0.03185591864845191,2,-0.648390300495768,0.14083980356900727,0.09958878016462636,0.14765032547207502,2,0.20122400769531534,0.08299029984755084,0.058683003794908095,0.08700342142633073,2,1.013599173541282,0.013795256136440061,0.0097547191622821,0.01446234662999944,2
Kronstadt,7,0.012519951877891577,0.006973920732256383,0.004931306641235942,0.007311155226296407,2,-0.293480140823534,0.029699382419617483,0.021000634705964055,0.031135541015062308,2,-0.7412477802693132,0.07323076887522993,0.05178197326317985,0.07677195355999043,2,0.14453500966138985,0.046939247169722385,0.03319105997750216,0.049209065522644695,2,1.011292540063463,0.011149209505451481,0.007883681646174256,0.011688346408617952,2
Kronstadt,8,0.005611083403821023,0.0038783976188656384,0.003822782399322158,0.005667657185235031,3,-0.2754855724314555,0.007364061724681715,0.003432891400727167,0.005089604790718098,3,-0.7323007240259946,0.01591451985094594,0.006707067015457091,0.009943897557116683,3,0.14643742220842054,0.010014162075615856,0.002960743556402745,0.00438959839672271,3,0.9910754830653562,0.00823788138254447,0.003085240854686533,0.004574178091158254,3
Kronstadt,9,0.0015401945517559464,0.00791284179046908,0.005595224088496989,0.008295479233605635,2,-0.20430007175743695,0.07605395310995833,0.05377826598009525,0.07973165714208921,2,-0.5331658559855983,0.2511863177219704,0.17761554860248396,0.26333281235804273,2,0.259711500336264,0.1408693344800776,0.0996096616720988,0.14768128439505365,2,0.955097486329587,0.03588146523569035,0.02537202738706601,0.03761656780406406,2
Kronstadt,10,0.0017230076669990033,0.03018226000808973,0.021342080723255788,0.03164176888029903,2,-0.12291518914041769,0.12986929705096917,0.09183146061267039,0.1361493235043451,2,-0.3924187491344694,0.2901333028741356,0.2051552259103517,0.3041631379346874,2,0.31608033751955955,0.17088492561907517,0.12083388970780684,0.1791483248807944,2,0.9411291344698347,0.03891733433032734,0.027518711010678487,0.04079924094443192,2
Kronstadt,11,0.0047239335608011855,0.001392522387064705,0.0009846620228475312,0.0014598599150737498,2,-0.1418196138884879,0.07630627890123909,0.053956687258178135,0.0799961845289749,2,-0.3634268895159346,0.20449608473229142,0.14460056824030207,0.21438480247307184,2,0.3584286782521119,0.16449697059972263,0.11631692339570801,0.1724514706264767,2,0.9570285886443971,0.027831399990528766,0.019679771663218104,0.02917722946788716,2
Kronstadt,12,0.04303237288468899,0.04422373372947064,0.031270902009496934,0.04636223931928015,2,0.034709657380635195,0.06010934196785926,0.042503723318134415,0.06301602019146609,2,0.020516368664126365,0.034478313857310386,0.024379849532382286,0.03614556491670998,2,0.8633267525124932,0.03867023451712707,0.027343985057134645,0.040540192245707825,2,1.0000096001928869,0.06611302170400928,0.04674896597163836,0.06931001694955102,2
Kronstadt,13,0.08578532724883946,nan,nan,nan,1,0.1327945809737166,nan,nan,nan,1,0.0976416833754801,nan,nan,nan,1,0.9302150748462764,nan,nan,nan,1,1.0504305285941022,nan,nan,nan,1
Kronstadt,14,0.07608140206016217,0.008281038769925576,0.00585557866948308,0.008681480935375614,2,0.14255333357425298,0.05264937142292042,0.03722872755835626,0.05519531147801899,2,0.11706375834713724,0.08825238675061776,0.06240386112725964,0.09251996450727513,2,0.8750985917902858,0.17675401545071207,0.1249839629271503,0.18530122343579303,2,1.05072362904225,0.005762243625273319,0.004074521542279719,0.006040885638583911,2
Kronstadt,15,0.1000104119690178,nan,nan,nan,1,0.18339496102015926,nan,nan,nan,1,0.1385426570597785,nan,nan,nan,1,0.9762208714875458,nan,nan,nan,1,1.1051935708539968,nan,nan,nan,1
Kronstadt,16,0.08380907811551998,0.008390254103930456,0.0059328055727674855,0.008795977542185073,2,0.10741050219338788,1.3890261717788255e-05,9.821898253103978e-06,1.4561946350051957e-05,2,0.11712196189387887,0.02743019417338385,0.019396076309263446,0.028756622736113985,2,0.9768103630878385,0.02211327880892037,0.015636449400056374,0.02318259988052358,2,1.062153862624643,0.022394577348860224,0.01583535750518572,0.023477501037188347,2
Kronstadt,17,0.10525724876449719,0.006156656902467925,0.0039028089112215364,0.0057863044917770496,3,0.07618522744540689,0.021950870521109844,0.013656680395744428,0.020247394354730688,3,0.05069843588369948,0.031560615897787615,4.556592345263816e-05,6.755603811088133e-05,3,0.7893570333674731,0.07842579275994,0.0623280355281739,0.09240754547407061,3,1.1097007688690574,0.06528019711872493,0.031077581378252006,0.04607562215139642,3
Kronstadt,18,0.1172152165399905,0.005545421725881509,0.003921205306910022,0.005813578988024799,2,0.09664028285415822,0.02616084003229264,0.018498507388370625,0.027425887053998288,2,0.05274617510505069,0.0027480330509554933,0.0019431528052553868,0.0028809183490716363,2,0.8242383823353359,0.05008690775996521,0.03541679212573651,0.052508936005616944,2,1.1324714864350394,0.010301348939727966,0.007284153690650497,0.010799486261758426,2
